xpath,variable_name,variable_name_new,nch,description,location_code_xsd,location_code,form,version,part,line_number,scope,data_type_xsd,data_type_simple,cardinality,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990EZ/CompOfHghstPaidCntrctProfSer/AddressUS/ZIPCode,F9_07_PZ_HCICUSADDRZIP,F9_07_CONTXRS_ZIP_US,20,Highest compensated independent contractor (top 5 above 100K) US address zip code,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [AddressUS] Part VI Line 51 Column (a),F990-EZ-PART-06-LINE-51-COL-A,F990,EZ,PART-07,Line 51 Column (A),PZ,ZIPCodeType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensation/AddressOfContractor/AddressUS/ZIPCode,F9_07_PZ_HCICUSADDRZIP,F9_07_CONTXRS_ZIP_US,20,Highest compensated independent contractor (top 5 above 100K) US address zip code,[ContractorCompensation] Part VII Section B; [AddressUS] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,ZIPCodeType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ContractorCompensationGrp/ContractorAddress/USAddress/ZIPCd,F9_07_PZ_HCICUSADDRZIP,F9_07_CONTXRS_ZIP_US,20,Highest compensated independent contractor (top 5 above 100K) US address zip code,[ContractorCompensationGrp] Part VII Section B; [USAddress] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,ZIPCodeType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ContractorCompensationGrp/ContractorAddress/USAddress/ZIPCode,F9_07_PZ_HCICUSADDRZIP,F9_07_CONTXRS_ZIP_US,20,Highest compensated independent contractor (top 5 above 100K) US address zip code,[ContractorCompensationGrp] Part VII Section B; [USAddress] Part VII Section B Line 1(A),F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,ZIPCodeType,text,MANY,F9-P07-T02-CONTRACTORS,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionB/ContractorCompensation/AddressOfContractor/AddressUS/ZIPCode,F9_07_PC_CCAOCAZIPCOD,F9_07_CONTXRS_ZIP_US,20,Address US - ZIPCode,,F990-PC-PART-07-SECTION-B-LINE-01-COL-A,F990,PC,PART-07,Section B Line 01 Column (A),PZ,,text,MANY,F9-P07-T02-CONTRACTORS,,,,,,,
/Return/ReturnData/IRS990EZ/Form990PartVIISectionA/AverageHoursPerWeek,F9_07_PZ_AVEHOUPERWEE,F9_07_DTK_AVE_HOURS_WEEK,24,Average hours per week,,F990-EZ-PART-04-COL-B,F990,EZ,PART-07,Column (B),PZ,,numeric,MANY,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/AvgHoursPerWkDevotedToPosition,F9_07_PZ_OFDIR1A1UB,F9_07_DTK_AVE_HOURS_WEEK,24,Average hours per week,[OfficerDirectorTrusteeKeyEmpl] Part IV; [AvgHoursPerWkDevotedToPosition] Part IV - Column (b),F990-EZ-PART-04-COL-B,F990,EZ,PART-07,Column (B),PZ,LargeRatioType,numeric,MANY,F9-P07-T01-COMPENSATION,FALSE,2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,T,T,,
/Return/ReturnData/IRS990EZ/Form990PartVIISectionAGrp/AverageHoursPerWeekRt,F9_07_PZ_AVHOPEWERTT,F9_07_DTK_AVE_HOURS_WEEK,24,Average hours per week,,F990-EZ-PART-04-COL-B,F990,EZ,PART-07,Column (B),PZ,,numeric,MANY,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/AverageHrsPerWkDevotedToPosRt,F9_07_PZ_OFDIR1A1UB,F9_07_DTK_AVE_HOURS_WEEK,24,Average hours per week,[OfficerDirectorTrusteeEmplGrp] Part IV; [AverageHrsPerWkDevotedToPosRt] Part IV - Column (b),F990-EZ-PART-04-COL-B,F990,EZ,PART-07,Column (B),PZ,xsd:decimal,numeric,MANY,F9-P07-T01-COMPENSATION,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionA/AverageHoursPerWeek,F9_07_PZ_OFDIR1A1UB,F9_07_DTK_AVE_HOURS_WEEK,24,Average hours per week,[AverageHoursPerWeek] Part VII Section A Line 1a B,F990-PC-PART-07-SECTION-A-LINE-01A-COL-B,F990,PC,PART-07,Section A Line 01a Column (B),PZ,IntegerNNType,numeric,MANY,F9-P07-T01-COMPENSATION,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/AverageHoursPerWeekRt,F9_07_PZ_OFDIR1A1UB,F9_07_DTK_AVE_HOURS_WEEK,24,Average hours per week,[AverageHoursPerWeekRt] Part VII Section A Line 1a B,F990-PC-PART-07-SECTION-A-LINE-01A-COL-B,F990,PC,PART-07,Section A Line 01a Column (B),PZ,xsd:decimal,numeric,MANY,F9-P07-T01-COMPENSATION,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionA/AverageHoursPerWeekRelated,F9_07_PC_AVHOPEWEREEL,F9_07_DTK_AVE_HOURS_WEEK_REL,28,Average hours per week for related organizations,[AverageHoursPerWeekRelated] Part VII Section A Line 1a B,F990-PC-PART-07-SECTION-A-LINE-01A-COL-B,F990,PC,PART-07,Section A Line 01a Column (B),PC,,numeric,MANY,F9-P07-T01-COMPENSATION,,2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/AverageHoursPerWeekRltdOrgRt,F9_07_PC_OFDIR1A1LB,F9_07_DTK_AVE_HOURS_WEEK_REL,28,Average hours per week for related organizations,[AverageHoursPerWeekRltdOrgRt] Part VII Section A Line 1a B,F990-PC-PART-07-SECTION-A-LINE-01A-COL-B,F990,PC,PART-07,Section A Line 01a Column (B),PC,xsd:decimal,numeric,MANY,F9-P07-T01-COMPENSATION,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionA/Name/NameBusiness/BusinessNameLine1,F9_07_PC_NANABUBUNALI1,F9_07_DTK_BIZ_NAME,18,Name Business - BusinessNameLine1,,F990-PC-PART-07-SECTION-A-LINE-01A-COL-A,F990,PC,PART-07,Section A Line 01a Column (A),PZ,,text,MANY,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990/Form990PartVIISectionA/NameBusiness/BusinessNameLine1,F9_07_PC_NABUBUNALIIN1,F9_07_DTK_BIZ_NAME,18,Name Business - BusinessNameLine1,[NameBusiness] Part VII Section A Line 1a A,F990-PC-PART-07-SECTION-A-LINE-01A-COL-A,F990,PC,PART-07,Section A Line 01a Column (A),PZ,BusinessNameLine1Type,text,MANY,F9-P07-T01-COMPENSATION,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/BusinessName/BusinessNameLine1,F9_07_PC_BUNABUNALIIN1,F9_07_DTK_BIZ_NAME,18,Business Name - BusinessNameLine1,[BusinessName] Part VII Section A Line 1a A,F990-PC-PART-07-SECTION-A-LINE-01A-COL-A,F990,PC,PART-07,Section A Line 01a Column (A),PZ,BusinessNameLine1Type,text,MANY,F9-P07-T01-COMPENSATION,,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/BusinessName/BusinessNameLine1Txt,F9_07_PC_BUNABUNALIIN1,F9_07_DTK_BIZ_NAME,18,Business Name - BusinessNameLine1Txt,[BusinessName] Part VII Section A Line 1a A,F990-PC-PART-07-SECTION-A-LINE-01A-COL-A,F990,PC,PART-07,Section A Line 01a Column (A),PZ,BusinessNameLine1Type,text,MANY,F9-P07-T01-COMPENSATION,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/OfcrDirTrusteesOrKeyEmployee/BusinessName/BusinessNameLine1,F9_07_PC_ODTKEBNBNLIN1,F9_07_DTK_BIZ_NAME,18,Business Name - BusinessNameLine1,,F990-PC-PART-07-SECTION-A-LINE-01A-COL-A,F990,PC,PART-07,Section A Line 01a Column (A),PZ,BusinessNameLine1Type,text,MANY,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990/Form990PartVIISectionA/Name/NameBusiness/BusinessNameLine2,F9_07_PC_NANABUBUNALI2,F9_07_DTK_BIZ_NAME,18,Name Business - BusinessNameLine2,,F990-PC-PART-07-SECTION-A-LINE-01A-COL-A,F990,PC,PART-07,Section A Line 01a Column (A),PZ,,text,MANY,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990/Form990PartVIISectionA/NameBusiness/BusinessNameLine2,F9_07_PC_NABUBUNALIIN2,F9_07_DTK_BIZ_NAME,18,Name Business - BusinessNameLine2,[NameBusiness] Part VII Section A Line 1a A,F990-PC-PART-07-SECTION-A-LINE-01A-COL-A,F990,PC,PART-07,Section A Line 01a Column (A),PZ,BusinessNameLine2Type,text,MANY,F9-P07-T01-COMPENSATION,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/BusinessName/BusinessNameLine2,F9_07_PC_BUNABUNALIIN2,F9_07_DTK_BIZ_NAME,18,Business Name - BusinessNameLine2,[BusinessName] Part VII Section A Line 1a A,F990-PC-PART-07-SECTION-A-LINE-01A-COL-A,F990,PC,PART-07,Section A Line 01a Column (A),PZ,BusinessNameLine2Type,text,MANY,F9-P07-T01-COMPENSATION,,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/BusinessName/BusinessNameLine2Txt,F9_07_PC_BUNABUNALIIN2,F9_07_DTK_BIZ_NAME,18,Business Name - BusinessNameLine2Txt,[BusinessName] Part VII Section A Line 1a A,F990-PC-PART-07-SECTION-A-LINE-01A-COL-A,F990,PC,PART-07,Section A Line 01a Column (A),PZ,BusinessNameLine2Type,text,MANY,F9-P07-T01-COMPENSATION,,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/OfcrDirTrusteesOrKeyEmployee/BusinessName/BusinessNameLine2,F9_07_PC_ODTKEBNBNLIN2,F9_07_DTK_BIZ_NAME,18,Business Name - BusinessNameLine2,,F990-PC-PART-07-SECTION-A-LINE-01A-COL-A,F990,PC,PART-07,Section A Line 01a Column (A),PZ,,text,MANY,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990/FrmrOfcrDirTrstOrKeyEmployee/BusinessName/BusinessNameLine1,F9_07_PC_FODTKEBNBNLI1,F9_07_DTK_BIZ_NAME,18,Business Name - BusinessNameLine1,,F990-PC-PART-07-SECTION-A-LINE-01A-COL-A,F990,PC,PART-07,Section A Line 01a Column (A),PZ,,text,MANY,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990/FrmrOfcrDirTrstOrKeyEmployee/BusinessName/BusinessNameLine2,F9_07_PC_FODTKEBNBNLI2,F9_07_DTK_BIZ_NAME,18,Business Name - BusinessNameLine2,,F990-PC-PART-07-SECTION-A-LINE-01A-COL-A,F990,PC,PART-07,Section A Line 01a Column (A),PZ,,text,MANY,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990/Form990PartVIISectionA/Line1ATotalGT150K,F9_07_PC_LIATTOGTT1K,F9_07_DTK_COMP_GT_150K_X,24,Line1a; total greater than $150K?,,F990-PC-PART-07-SECTION-A-LINE-04,F990,PC,PART-07,Section A Line 04,PC,,checkbox,ONE,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990/TotalCompGreaterThan150KInd,F9_07_PC_OFDIR1A4,F9_07_DTK_COMP_GT_150K_X,24,"Line1a, total greater than $150K?",[TotalCompGreaterThan150KInd] Part VII Section A Line 4,F990-PC-PART-07-SECTION-A-LINE-04,F990,PC,PART-07,Section A Line 04,PC,BooleanType,checkbox,ONE,F9-P07-T01-COMPENSATION,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/TotalCompGT150K,F9_07_PC_OFDIR1A4,F9_07_DTK_COMP_GT_150K_X,24,"Line1a, total greater than $150K?",[TotalCompGT150K] Part VII Section A Line 4,F990-PC-PART-07-SECTION-A-LINE-04,F990,PC,PART-07,Section A Line 04,PC,BooleanType,checkbox,ONE,F9-P07-T01-COMPENSATION,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionA/NoListedPersonsCompensated,F9_07_PC_NOLLISPERCOM,F9_07_DTK_COMP_N,16,No listed persons compensated,,F990-PC-PART-07-SECTION-A-LINE-01A,F990,PC,PART-07,Section A Line 01a,PC,,checkbox,ONE,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990/NoListedPersonsCompensated,F9_07_PC_NOCOMP,F9_07_DTK_COMP_N,16,No listed persons compensated,[NoListedPersonsCompensated] Part VII Section A,F990-PC-PART-07-SECTION-A-LINE-01A,F990,PC,PART-07,Section A Line 01a,PC,CheckboxType,checkbox,ONE,F9-P07-T01-COMPENSATION,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/NoListedPersonsCompensatedInd,F9_07_PC_NOCOMP,F9_07_DTK_COMP_N,16,No listed persons compensated,[NoListedPersonsCompensatedInd] Part VII Section A,F990-PC-PART-07-SECTION-A-LINE-01A,F990,PC,PART-07,Section A Line 01a,PC,CheckboxType,checkbox,ONE,F9-P07-T01-COMPENSATION,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/Form990PartVIISectionA/ReportableCompFromOrganization,F9_07_PZ_REPCOMFROORG,F9_07_DTK_COMP_ORG,18,Reportable compensation from organization,,F990-EZ-PART-04-COL-C,F990,EZ,PART-07,Column (C),PZ,,numeric,MANY,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990EZ/Form990PartVIISectionAGrp/ReportableCompFromOrgAmt,F9_07_PZ_REPCOMFROORG,F9_07_DTK_COMP_ORG,18,Reportable compensation from organization,,F990-EZ-PART-04-COL-C,F990,EZ,PART-07,Column (C),PZ,,numeric,MANY,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/CompensationAmt,F9_07_PZ_OFDIR1A1D,F9_07_DTK_COMP_ORG,18,Reportable compensation from organization,[OfficerDirectorTrusteeEmplGrp] Part IV; [CompensationAmt] Part IV - Column (c),F990-EZ-PART-04-COL-C,F990,EZ,PART-07,Column (C),PZ,USAmountNNType,numeric,MANY,F9-P07-T01-COMPENSATION,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeKeyEmpl/Compensation,F9_07_PZ_OFDIR1A1D,F9_07_DTK_COMP_ORG,18,Reportable compensation from organization,[OfficerDirectorTrusteeKeyEmpl] Part IV; [Compensation] Part IV - Column (c),F990-EZ-PART-04-COL-C,F990,EZ,PART-07,Column (C),PZ,USAmountNNType,numeric,MANY,F9-P07-T01-COMPENSATION,FALSE,2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,T,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionA/ReportableCompFromOrganization,F9_07_PZ_OFDIR1A1D,F9_07_DTK_COMP_ORG,18,Reportable compensation from organization,[ReportableCompFromOrganization] Part VII Section A Line 1a D,F990-PC-PART-07-SECTION-A-LINE-01A-COL-D,F990,PC,PART-07,Section A Line 01a Column (D),PZ,USAmountType,numeric,MANY,F9-P07-T01-COMPENSATION,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/ReportableCompFromOrgAmt,F9_07_PZ_OFDIR1A1D,F9_07_DTK_COMP_ORG,18,Reportable compensation from organization,[ReportableCompFromOrgAmt] Part VII Section A Line 1a D,F990-PC-PART-07-SECTION-A-LINE-01A-COL-D,F990,PC,PART-07,Section A Line 01a Column (D),PZ,USAmountType,numeric,MANY,F9-P07-T01-COMPENSATION,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/Form990PartVIISectionA/ReportableCompFromRelatedOrgs,F9_07_PZ_RECOFRREORRG,F9_07_DTK_COMP_ORG_REL,22,Reportable compensation from related organizations,,F990-EZ-PART-04-COL-C,F990,EZ,PART-07,Column (C),PZ,,numeric,MANY,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990EZ/Form990PartVIISectionAGrp/ReportableCompFromRltdOrgAmt,F9_07_PZ_RECOFRRLORRG,F9_07_DTK_COMP_ORG_REL,22,Reportable compensation from related organizations,,F990-EZ-PART-04-COL-C,F990,EZ,PART-07,Column (C),PZ,,numeric,MANY,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990/Form990PartVIISectionA/ReportableCompFromRelatedOrgs,F9_07_PZ_OFDIR1A1E,F9_07_DTK_COMP_ORG_REL,22,Reportable compensation from related organizations,[ReportableCompFromRelatedOrgs] Part VII Section A Line 1a E,F990-PC-PART-07-SECTION-A-LINE-01A-COL-E,F990,PC,PART-07,Section A Line 01a Column (E),PZ,USAmountType,numeric,MANY,F9-P07-T01-COMPENSATION,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/ReportableCompFromRltdOrgAmt,F9_07_PZ_OFDIR1A1E,F9_07_DTK_COMP_ORG_REL,22,Reportable compensation from related organizations,[ReportableCompFromRltdOrgAmt] Part VII Section A Line 1a E,F990-PC-PART-07-SECTION-A-LINE-01A-COL-E,F990,PC,PART-07,Section A Line 01a Column (E),PZ,USAmountType,numeric,MANY,F9-P07-T01-COMPENSATION,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/Form990PartVIISectionA/OtherCompensation,F9_07_PZ_OTHERCCOMPEN,F9_07_DTK_COMP_OTH,18,Other compensation,,F990-EZ-PART-04-COL-E,F990,EZ,PART-07,Column (E),PZ,,numeric,MANY,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990EZ/Form990PartVIISectionAGrp/OtherCompensationAmt,F9_07_PZ_OTHERCCOMPEN,F9_07_DTK_COMP_OTH,18,Other compensation,,F990-EZ-PART-04-COL-E,F990,EZ,PART-07,Column (E),PZ,,numeric,MANY,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990/Form990PartVIISectionA/OtherCompensation,F9_07_PZ_OFDIR1A1F,F9_07_DTK_COMP_OTH,18,Other compensation,[OtherCompensation] Part VII Section A Line 1a F,F990-PC-PART-07-SECTION-A-LINE-01A-COL-F,F990,PC,PART-07,Section A Line 01a Column (F),PZ,USAmountType,numeric,MANY,F9-P07-T01-COMPENSATION,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/OtherCompensationAmt,F9_07_PZ_OFDIR1A1F,F9_07_DTK_COMP_OTH,18,Other compensation,[OtherCompensationAmt] Part VII Section A Line 1a F,F990-PC-PART-07-SECTION-A-LINE-01A-COL-F,F990,PC,PART-07,Section A Line 01a Column (F),PZ,USAmountType,numeric,MANY,F9-P07-T01-COMPENSATION,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/CompensationFromOtherSources,F9_07_PC_OFDIR1A5,F9_07_DTK_COMP_OTH_SOURCE_X,27,Compensation from other sources?,[CompensationFromOtherSources] Part VII Section A Line 5,F990-PC-PART-07-SECTION-A-LINE-05,F990,PC,PART-07,Section A Line 05,PC,BooleanType,checkbox,ONE,F9-P07-T01-COMPENSATION,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/CompensationFromOtherSrcsInd,F9_07_PC_OFDIR1A5,F9_07_DTK_COMP_OTH_SOURCE_X,27,Compensation from other sources?,[CompensationFromOtherSrcsInd] Part VII Section A Line 5,F990-PC-PART-07-SECTION-A-LINE-05,F990,PC,PART-07,Section A Line 05,PC,BooleanType,checkbox,ONE,F9-P07-T01-COMPENSATION,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionA/CompensationFromOtherSources,F9_07_PC_COMFROOTHSOU,F9_07_DTK_COMP_OTH_SOURCE_X,27,Compensation from other sources?,,F990-PC-PART-07-SECTION-A-LINE-05,F990,PC,PART-07,Section A Line 05,PC,,checkbox,ONE,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/EmployeeBenefitProgramAmt,F9_04_EZ_OFDIR1D,F9_07_DTK_CONTR_EMP_BENF_PLAN,29,Contributions to employee benefit plans and deferred compensation,[OfficerDirectorTrusteeEmplGrp] Part IV; [EmployeeBenefitProgramAmt] Part IV - Column (d),F990-EZ-PART-04-COL-D,F990,EZ,PART-07,Column (D),EZ,USAmountNNType,numeric,MANY,F9-P07-T01-COMPENSATION,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIISectionA/FormersListedIn1A,F9_07_PC_FORLISIN1A,F9_07_DTK_FORMER_X,18,"Is a former officer, director, or trustee listed in the compensation table in Sectin A Line 1a? ",,F990-PC-PART-07-SECTION-A-LINE-03,F990,PC,PART-07,Section A Line 03,PC,,checkbox,ONE,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990/FormerOfcrEmployeesListedInd,F9_07_PC_OFDIR1A3,F9_07_DTK_FORMER_X,18,"Is a former officer, director, or trustee listed in the compensation table in Sectin A Line 1a? ",[FormerOfcrEmployeesListedInd] Part VII Section A Line 3,F990-PC-PART-07-SECTION-A-LINE-03,F990,PC,PART-07,Section A Line 03,PC,BooleanType,checkbox,ONE,F9-P07-T01-COMPENSATION,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/FormersListed,F9_07_PC_OFDIR1A3,F9_07_DTK_FORMER_X,18,"Is a former officer, director, or trustee listed in the compensation table in Sectin A Line 1a? ",[FormersListed] Part VII Section A Line 3,F990-PC-PART-07-SECTION-A-LINE-03,F990,PC,PART-07,Section A Line 03,PC,BooleanType,checkbox,ONE,F9-P07-T01-COMPENSATION,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/Form990PartVIISectionA/NamePerson,F9_07_PZ_NAMEPEPERSON,F9_07_DTK_NAME,14,Form990 Part VIISection A - Name - Person,,F990-EZ-PART-04-COL-A,F990,PZ,PART-07,Column (A),PZ,,text,MANY,F9-P07-T01-COMPENSATION,,,,,,,
/Return/ReturnData/IRS990EZ/Form990PartVIISectionAGrp/PersonNm,F9_07_PZ_PERSONERSON,F9_07_DTK_NAME,14,Form990 Part VIISection AGrp - Name - Person,,F990-EZ-PART-04-COL-A,F990,PZ,PART-07,Column (A),PZ,,text,MANY,F9-P07-T01-COMPENSATION,,,,,,,
