xpath,variable_name,rdb_relationship,rdb_table,label,description,location_code_xsd,location_code_family,location_code,form,form_type,form_part,form_line_number,variable_scope,data_type_xsd,data_type_simple,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990ScheduleA/OtherIncome170Grp/CurrentTaxYearMinus1YearAmt,SA_02_TOT_INCOME_OTH_CY_M1,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,Other income during the current tax year minus one year,Current tax year minus one year,[OtherIncome170Grp] Part II Line 10; [CurrentTaxYearMinus1YearAmt] Part II and III Column (d),NA,SCHED-A-PART-02-SECTION-B-LINE-10-COL-D,SCHED-A,SZ,PART-02,Section B Line 10 Column (D),PZ,USAmountType,numeric,NA,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/OtherIncome/CurrentTaxYearMinus2Years,SA_02_TOT_INCOME_OTH_CY_M2,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,Other income during the current tax year minus two years,Current tax year minus two years,,NA,SCHED-A-PART-02-SECTION-B-LINE-10-COL-C,SCHED-A,SZ,PART-02,Section B Line 10 Column (C),PZ,,numeric,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990ScheduleA/OtherIncome170/CurrentTaxYearMinus2Years,SA_02_TOT_INCOME_OTH_CY_M2,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,Other income during the current tax year minus two years,Current tax year minus two years,[OtherIncome170] Part II Line 10; [CurrentTaxYearMinus2Years] Part II and III Column (c),NA,SCHED-A-PART-02-SECTION-B-LINE-10-COL-C,SCHED-A,SZ,PART-02,Section B Line 10 Column (C),PZ,USAmountType,numeric,NA,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/OtherIncome170Grp/CurrentTaxYearMinus2YearsAmt,SA_02_TOT_INCOME_OTH_CY_M2,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,Other income during the current tax year minus two years,Current tax year minus two years,[OtherIncome170Grp] Part II Line 10; [CurrentTaxYearMinus2YearsAmt] Part II and III Column (c),NA,SCHED-A-PART-02-SECTION-B-LINE-10-COL-C,SCHED-A,SZ,PART-02,Section B Line 10 Column (C),PZ,USAmountType,numeric,NA,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/OtherIncome/CurrentTaxYearMinus3Years,SA_02_TOT_INCOME_OTH_CY_M3,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,Other income during the current tax year minus three years,Current tax year minus three years,,NA,SCHED-A-PART-02-SECTION-B-LINE-10-COL-B,SCHED-A,SZ,PART-02,Section B Line 10 Column (B),PZ,,numeric,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990ScheduleA/OtherIncome170/CurrentTaxYearMinus3Years,SA_02_TOT_INCOME_OTH_CY_M3,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,Other income during the current tax year minus three years,Current tax year minus three years,[OtherIncome170] Part II Line 10; [CurrentTaxYearMinus3Years] Part II and III Column (b),NA,SCHED-A-PART-02-SECTION-B-LINE-10-COL-B,SCHED-A,SZ,PART-02,Section B Line 10 Column (B),PZ,USAmountType,numeric,NA,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/OtherIncome170Grp/CurrentTaxYearMinus3YearsAmt,SA_02_TOT_INCOME_OTH_CY_M3,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,Other income during the current tax year minus three years,Current tax year minus three years,[OtherIncome170Grp] Part II Line 10; [CurrentTaxYearMinus3YearsAmt] Part II and III Column (b),NA,SCHED-A-PART-02-SECTION-B-LINE-10-COL-B,SCHED-A,SZ,PART-02,Section B Line 10 Column (B),PZ,USAmountType,numeric,NA,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/OtherIncome/CurrentTaxYearMinus4Years,SA_02_TOT_INCOME_OTH_CY_M4,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,Other income during the current tax year minus four years,Current tax year minus four years,,NA,SCHED-A-PART-02-SECTION-B-LINE-10-COL-A,SCHED-A,SZ,PART-02,Section B Line 10 Column (A),PZ,,numeric,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990ScheduleA/OtherIncome170/CurrentTaxYearMinus4Years,SA_02_TOT_INCOME_OTH_CY_M4,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,Other income during the current tax year minus four years,Current tax year minus four years,[OtherIncome170] Part II Line 10; [CurrentTaxYearMinus4Years] Part II and III Column (a),NA,SCHED-A-PART-02-SECTION-B-LINE-10-COL-A,SCHED-A,SZ,PART-02,Section B Line 10 Column (A),PZ,USAmountType,numeric,NA,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/OtherIncome170Grp/CurrentTaxYearMinus4YearsAmt,SA_02_TOT_INCOME_OTH_CY_M4,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,Other income during the current tax year minus four years,Current tax year minus four years,[OtherIncome170Grp] Part II Line 10; [CurrentTaxYearMinus4YearsAmt] Part II and III Column (a),NA,SCHED-A-PART-02-SECTION-B-LINE-10-COL-A,SCHED-A,SZ,PART-02,Section B Line 10 Column (A),PZ,USAmountType,numeric,NA,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/OtherIncome/Total,SA_02_TOT_INCOME_OTH_TOT,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,Other income during the current tax year and the four years prior,Other Income - Total,,NA,SCHED-A-PART-02-SECTION-B-LINE-10-COL-F,SCHED-A,SZ,PART-02,Section B Line 10 Column (F),PZ,,numeric,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990ScheduleA/OtherIncome170/Total,SA_02_TOT_INCOME_OTH_TOT,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,Other income during the current tax year and the four years prior,Other Income170 - Total,[OtherIncome170] Part II Line 10; [Total] Part II and III Column (f),NA,SCHED-A-PART-02-SECTION-B-LINE-10-COL-F,SCHED-A,SZ,PART-02,Section B Line 10 Column (F),PZ,USAmountType,numeric,NA,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/OtherIncome170Grp/TotalAmt,SA_02_TOT_INCOME_OTH_TOT,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,Other income during the current tax year and the four years prior,Other Income170 Grp - Total,[OtherIncome170Grp] Part II Line 10; [TotalAmt] Part II and III Column (f),NA,SCHED-A-PART-02-SECTION-B-LINE-10-COL-F,SCHED-A,SZ,PART-02,Section B Line 10 Column (F),PZ,USAmountType,numeric,NA,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartII/TotalSupport,SA_02_TOT_SUPPORT_TOT,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,Total support during the current tax year and the four years prior,Form990 Schedule APart II - Total support,,NA,SCHED-A-PART-02-SECTION-B-LINE-11-COL-F,SCHED-A,SZ,PART-02,Section B Line 11 Column (F),PZ,,numeric,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990ScheduleA/TotalSupport,SA_02_TOT_SUPPORT_TOT,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,Total support during the current tax year and the four years prior,IRS990 Schedule A - Total support,[TotalSupport] Part II Line 11(f),NA,SCHED-A-PART-02-SECTION-B-LINE-11-COL-F,SCHED-A,SZ,PART-02,Section B Line 11 Column (F),PZ,USAmountType,numeric,NA,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/TotalSupportAmt,SA_02_TOT_SUPPORT_TOT,ONE,SA-P02-T00-SUPPORT_SCHEDULE_170,Total support during the current tax year and the four years prior,IRS990 Schedule A - Total support,[TotalSupportAmt] Part II Line 11(f),NA,SCHED-A-PART-02-SECTION-B-LINE-11-COL-F,SCHED-A,SZ,PART-02,Section B Line 11 Column (F),PZ,USAmountType,numeric,NA,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/ThirtyThreePercnt,SA_03_PCT_33_SUPPORT_TEST_CY_X,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Qualifies as a publicly supported organization under 33 and 1/3 test - current year [x],33.33 % Tests - Current Year. If the organization did not check the box on line17; and line 14a is more than 33.33% and line 15a is less than 33.33%; check this box and stop here,,NA,SCHED-A-PART-03-SECTION-D-LINE-19A,SCHED-A,SZ,PART-03,Section D Line 19a,PZ,,checkbox,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990ScheduleA/ThirtyThreePercntTestsCY509,SA_03_PCT_33_SUPPORT_TEST_CY_X,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Qualifies as a publicly supported organization under 33 and 1/3 test - current year [x],33.33 % Tests - Current Year. If the organization did not check the box on line17; and line 14a is more than 33.33% and line 15a is less than 33.33%; check this box and stop here,[ThirtyThreePercntTestsCY509] Part III Line 19a,NA,SCHED-A-PART-03-SECTION-D-LINE-19A,SCHED-A,SZ,PART-03,Section D Line 19a,PZ,CheckboxType,checkbox,NA,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/ThirtyThrPctSuprtTestsCY509Ind,SA_03_PCT_33_SUPPORT_TEST_CY_X,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Qualifies as a publicly supported organization under 33 and 1/3 test - current year [x],33.33 % Tests - Current Year. If the organization did not check the box on line17; and line 14a is more than 33.33% and line 15a is less than 33.33%; check this box and stop here,[ThirtyThrPctSuprtTestsCY509Ind] Part III Line 19a,NA,SCHED-A-PART-03-SECTION-D-LINE-19A,SCHED-A,SZ,PART-03,Section D Line 19a,PZ,CheckboxType,checkbox,NA,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/ThirtyThreePercntTestsPrior,SA_03_PCT_33_SUPPORT_TEST_PY_X,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Qualifies as a publicly supported organization under 33 and 1/3 test - prior year [x],33.33 % Tests - Prior Year. If the organization did not check the boxes on line 17 and line 18; and line 14b is more than 33.33% and line 15a is less than 33.33%; check this box and stop here,,NA,SCHED-A-PART-03-SECTION-D-LINE-19B,SCHED-A,SZ,PART-03,Section D Line 19b,PZ,,checkbox,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990ScheduleA/ThirtyThreePercntTestsPY509,SA_03_PCT_33_SUPPORT_TEST_PY_X,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Qualifies as a publicly supported organization under 33 and 1/3 test - prior year [x],33.33 % Tests - Prior Year. If the organization did not check the boxes on line 17 and line 18; and line 14b is more than 33.33% and line 15a is less than 33.33%; check this box and stop here,[ThirtyThreePercntTestsPY509] Part III Line 19b,NA,SCHED-A-PART-03-SECTION-D-LINE-19B,SCHED-A,SZ,PART-03,Section D Line 19b,PZ,CheckboxType,checkbox,NA,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/ThirtyThrPctSuprtTestsPY509Ind,SA_03_PCT_33_SUPPORT_TEST_PY_X,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Qualifies as a publicly supported organization under 33 and 1/3 test - prior year [x],33.33 % Tests - Prior Year. If the organization did not check the boxes on line 17 and line 18; and line 14b is more than 33.33% and line 15a is less than 33.33%; check this box and stop here,[ThirtyThrPctSuprtTestsPY509Ind] Part III Line 19b,NA,SCHED-A-PART-03-SECTION-D-LINE-19B,SCHED-A,SZ,PART-03,Section D Line 19b,PZ,CheckboxType,checkbox,NA,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,NA,NA,NA
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/InvestmentIncomePercentage,SA_03_PCT_INVEST_INCOME_CY,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Investment income percentage - current year,Investment income percentage (line 10c column (f) divided by line 13 column(f)),,NA,SCHED-A-PART-03-SECTION-D-LINE-17,SCHED-A,SZ,PART-03,Section D Line 17,PZ,,numeric,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990ScheduleA/InvestmentIncomeCYPct,SA_03_PCT_INVEST_INCOME_CY,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Investment income percentage - current year,Investment income percentage (line 10c column (f) divided by line 13 column(f)),[InvestmentIncomeCYPct] Part III Line 17,NA,SCHED-A-PART-03-SECTION-D-LINE-17,SCHED-A,SZ,PART-03,Section D Line 17,PZ,RatioType,numeric,NA,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/InvestmentIncomePercentage,SA_03_PCT_INVEST_INCOME_CY,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Investment income percentage - current year,Investment income percentage (line 10c column (f) divided by line 13 column(f)),[InvestmentIncomePercentage] Part III Line 17,NA,SCHED-A-PART-03-SECTION-D-LINE-17,SCHED-A,SZ,PART-03,Section D Line 17,PZ,RatioType,numeric,NA,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/PriorYrInvestIncomePercentage,SA_03_PCT_INVEST_INCOME_PY,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Investment income percentage - prior year,Investment income percentage from prior year's Schedule A; Part III; line 15a,,NA,SCHED-A-PART-03-SECTION-D-LINE-18,SCHED-A,SZ,PART-03,Section D Line 18,PZ,,numeric,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990ScheduleA/InvestmentIncomePYPct,SA_03_PCT_INVEST_INCOME_PY,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Investment income percentage - prior year,Investment income percentage from prior year's Schedule A; Part III; line 15a,[InvestmentIncomePYPct] Part III Line 18,NA,SCHED-A-PART-03-SECTION-D-LINE-18,SCHED-A,SZ,PART-03,Section D Line 18,PZ,RatioType,numeric,NA,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,NA,NA,NA
/Return/ReturnData/IRS990ScheduleA/PriorYrInvestIncomePercentage,SA_03_PCT_INVEST_INCOME_PY,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Investment income percentage - prior year,Investment income percentage from prior year's Schedule A; Part III; line 15a,[PriorYrInvestIncomePercentage] Part III Line 18,NA,SCHED-A-PART-03-SECTION-D-LINE-18,SCHED-A,SZ,PART-03,Section D Line 18,PZ,RatioType,numeric,NA,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/PrivateFoundation,SA_03_PCT_PRIVATE_FOUNDATION_X,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Is a private foundation [x],Private Foundation. If the organization did not check the box on either line 14; 19a or 19b; check this box and see instructions,,NA,SCHED-A-PART-03-SECTION-D-LINE-20,SCHED-A,SZ,PART-03,Section D Line 20,PZ,CheckboxType,checkbox,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990ScheduleA/PrivateFoundation509,SA_03_PCT_PRIVATE_FOUNDATION_X,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Is a private foundation [x],Private Foundation. If the organization did not check the box on either line 14; 19a or 19b; check this box and see instructions,[PrivateFoundation509] Part III Line 20,NA,SCHED-A-PART-03-SECTION-D-LINE-20,SCHED-A,SZ,PART-03,Section D Line 20,PZ,CheckboxType,checkbox,NA,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/PrivateFoundation509Ind,SA_03_PCT_PRIVATE_FOUNDATION_X,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Is a private foundation [x],Private Foundation. If the organization did not check the box on either line 14; 19a or 19b; check this box and see instructions,[PrivateFoundation509Ind] Part III Line 20,NA,SCHED-A-PART-03-SECTION-D-LINE-20,SCHED-A,SZ,PART-03,Section D Line 20,PZ,CheckboxType,checkbox,NA,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,NA,NA,NA
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/PublicSupportPercentage,SA_03_PCT_PUB_SUPPORT_CY,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Public support percentage - current year,Public support percentage (line 8 column(f) divided by line 13 column(f)),,NA,SCHED-A-PART-03-SECTION-C-LINE-15,SCHED-A,SZ,PART-03,Section C Line 15,PZ,,numeric,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990ScheduleA/PublicSupportCY509Pct,SA_03_PCT_PUB_SUPPORT_CY,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Public support percentage - current year,Public support percentage (line 8 column(f) divided by line 13 column(f)),[PublicSupportCY509Pct] Part III Line 15,NA,SCHED-A-PART-03-SECTION-C-LINE-15,SCHED-A,SZ,PART-03,Section C Line 15,PZ,RatioType,numeric,NA,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/PublicSupportPercentage509,SA_03_PCT_PUB_SUPPORT_CY,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Public support percentage - current year,Public support percentage (line 8 column(f) divided by line 13 column(f)),[PublicSupportPercentage509] Part III Line 15,NA,SCHED-A-PART-03-SECTION-C-LINE-15,SCHED-A,SZ,PART-03,Section C Line 15,PZ,RatioType,numeric,NA,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/PriorYearSupportPercentage,SA_03_PCT_PUB_SUPPORT_PY,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,"Public support percentage, previous year",Public support percentage from prior year's Schedule A; Part III; line 14a,,NA,SCHED-A-PART-03-SECTION-C-LINE-16,SCHED-A,SZ,PART-03,Section C Line 16,PZ,,numeric,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990ScheduleA/PriorYearSupportPercentage,SA_03_PCT_PUB_SUPPORT_PY,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,"Public support percentage, previous year",Public support percentage from prior year's Schedule A; Part III; line 14a,[PriorYearSupportPercentage] Part III Line 16,NA,SCHED-A-PART-03-SECTION-C-LINE-16,SCHED-A,SZ,PART-03,Section C Line 16,PZ,RatioType,numeric,NA,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/PublicSupportPY509Pct,SA_03_PCT_PUB_SUPPORT_PY,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,"Public support percentage, previous year",Public support percentage from prior year's Schedule A; Part III; line 14a,[PublicSupportPY509Pct] Part III Line 16,NA,SCHED-A-PART-03-SECTION-C-LINE-16,SCHED-A,SZ,PART-03,Section C Line 16,PZ,RatioType,numeric,NA,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/TotalOf7aAnd7b/CurrentTaxYear,SA_03_PUB_ADD_L7AB_CY,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Public support from disqualified persons or in excess during the current tax year,Current tax year,,NA,SCHED-A-PART-03-SECTION-A-LINE-07C-COL-E,SCHED-A,SZ,PART-03,Section A Line 07c Column (E),PZ,,numeric,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990ScheduleA/SubstAndDsqlfyPrsnsTotGrp/CurrentTaxYearAmt,SA_03_PUB_ADD_L7AB_CY,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Public support from disqualified persons or in excess during the current tax year,Current tax year,[SubstAndDsqlfyPrsnsTotGrp] Part III Line 7c; [CurrentTaxYearAmt] Part II and III Column (e),NA,SCHED-A-PART-03-SECTION-A-LINE-07C-COL-E,SCHED-A,SZ,PART-03,Section A Line 07c Column (E),PZ,USAmountType,numeric,NA,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/SupportFromDQPsEtc/CurrentTaxYear,SA_03_PUB_ADD_L7AB_CY,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Public support from disqualified persons or in excess during the current tax year,Current tax year,[SupportFromDQPsEtc] Part III Line 7c; [CurrentTaxYear] Part II and III Column (e),NA,SCHED-A-PART-03-SECTION-A-LINE-07C-COL-E,SCHED-A,SZ,PART-03,Section A Line 07c Column (E),PZ,USAmountType,numeric,NA,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/TotalOf7aAnd7b/CurrentTaxYearMinus1Year,SA_03_PUB_ADD_L7AB_CY_M1,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Public support from disqualified persons or in excess during the current tax year minus one year,Current tax year minus one year,,NA,SCHED-A-PART-03-SECTION-A-LINE-07C-COL-D,SCHED-A,SZ,PART-03,Section A Line 07c Column (D),PZ,,numeric,NA,,NA,NA,NA,NA,NA
/Return/ReturnData/IRS990ScheduleA/SubstAndDsqlfyPrsnsTotGrp/CurrentTaxYearMinus1YearAmt,SA_03_PUB_ADD_L7AB_CY_M1,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Public support from disqualified persons or in excess during the current tax year minus one year,Current tax year minus one year,[SubstAndDsqlfyPrsnsTotGrp] Part III Line 7c; [CurrentTaxYearMinus1YearAmt] Part II and III Column (d),NA,SCHED-A-PART-03-SECTION-A-LINE-07C-COL-D,SCHED-A,SZ,PART-03,Section A Line 07c Column (D),PZ,USAmountType,numeric,NA,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,FALSE,TRUE,NA,NA
/Return/ReturnData/IRS990ScheduleA/SupportFromDQPsEtc/CurrentTaxYearMinus1Year,SA_03_PUB_ADD_L7AB_CY_M1,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,Public support from disqualified persons or in excess during the current tax year minus one year,Current tax year minus one year,[SupportFromDQPsEtc] Part III Line 7c; [CurrentTaxYearMinus1Year] Part II and III Column (d),NA,SCHED-A-PART-03-SECTION-A-LINE-07C-COL-D,SCHED-A,SZ,PART-03,Section A Line 07c Column (D),PZ,USAmountType,numeric,NA,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,FALSE,TRUE,NA,NA
