xpath,variable_name ,description,location_code_xsd,location_code,form,form_part,form_line_number,scope,data_type_xsd,data_type_simple,rdb_relationship,rdb_table ,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/TotalDirectLobbying/AffiliatedGroupTotals,SC_02_DIRECT_LOB_AFFGROU,Total Direct Lobbying Expenditures - Affiliated Group Totals,,SCHED-C-PART-02-A-LINE-1b-COL-(b),SCHED-C,PART-02-A,Line 1b Column(b),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/TotalLobbyingExpendGrp/FilingOrganizationsTotalAmt,SC_02_TOT_LOB_FILEORG,Total lobbying expenditures - Filing organization's totals,[TotalLobbyingExpendGrp] Part II-A Line 1c; [FilingOrganizationsTotalAmt] Part II-A Column (a),SCHED-C-PART-02-A-LINE-1c-COL-(a),SCHED-C,PART-02-A,Line 1c Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotalLobbyingExpenditures/FilingOrganizationsTotals,SC_02_TOT_LOB_FILEORG,Total lobbying expenditures - Filing organization's totals,[TotalLobbyingExpenditures] Part II-A Line 1c; [FilingOrganizationsTotals] Part II-A Column (a),SCHED-C-PART-02-A-LINE-1c-COL-(a),SCHED-C,PART-02-A,Line 1c Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/TotalLobbyingExpenditures/FilingOrganizationsTotals,SC_02_TOT_LOB_FILEORG,Total lobbying expenditures - Filing organization's totals,,SCHED-C-PART-02-A-LINE-1c-COL-(a),SCHED-C,PART-02-A,Line 1c Column(a),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/TotalLobbyingExpendGrp/AffiliatedGroupTotalAmt,SC_02_TOT_LOB_AFFGROU,Total lobbying expenditures - Affiliated group totals,[TotalLobbyingExpendGrp] Part II-A Line 1c; [AffiliatedGroupTotalAmt] Part II-A Column (b),SCHED-C-PART-02-A-LINE-1c-COL-(b),SCHED-C,PART-02-A,Line 1c Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotalLobbyingExpenditures/AffiliatedGroupTotals,SC_02_TOT_LOB_AFFGROU,Total lobbying expenditures - Affiliated group totals,[TotalLobbyingExpenditures] Part II-A Line 1c; [AffiliatedGroupTotals] Part II-A Column (b),SCHED-C-PART-02-A-LINE-1c-COL-(b),SCHED-C,PART-02-A,Line 1c Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/TotalLobbyingExpenditures/AffiliatedGroupTotals,SC_02_TOT_LOB_AFFGROU,Total lobbying expenditures - Affiliated group totals,,SCHED-C-PART-02-A-LINE-1c-COL-(b),SCHED-C,PART-02-A,Line 1c Column(b),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/OtherExemptPurposeExpendGrp/FilingOrganizationsTotalAmt,SC_02_OTHER_EXEMP_FILEORG,Other exempt purpose expenditures - Filing Organization's Totals,[OtherExemptPurposeExpendGrp] Part II-A Line 1d; [FilingOrganizationsTotalAmt] Part II-A Column (a),SCHED-C-PART-02-A-LINE-1d-COL-(a),SCHED-C,PART-02-A,Line 1d Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/OtherExemptPurposeExpenditures/FilingOrganizationsTotals,SC_02_OTHER_EXEMP_FILEORG,Other exempt purpose expenditures - Filing Organization's Totals,[OtherExemptPurposeExpenditures] Part II-A Line 1d; [FilingOrganizationsTotals] Part II-A Column (a),SCHED-C-PART-02-A-LINE-1d-COL-(a),SCHED-C,PART-02-A,Line 1d Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/OtherExemptPurposeExpenditures/FilingOrganizationsTotals,SC_02_OTHER_EXEMP_FILEORG,Other exempt purpose expenditures - Filing Organization's Totals,,SCHED-C-PART-02-A-LINE-1d-COL-(a),SCHED-C,PART-02-A,Line 1d Column(a),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/OtherExemptPurposeExpendGrp/AffiliatedGroupTotalAmt,SC_02_OTHER_EXEMP_AFFGROU,Other exempt purpose expenditures - Affiliated Group Totals,[OtherExemptPurposeExpendGrp] Part II-A Line 1d; [AffiliatedGroupTotalAmt] Part II-A Column (b),SCHED-C-PART-02-A-LINE-1d-COL-(b),SCHED-C,PART-02-A,Line 1d Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/OtherExemptPurposeExpenditures/AffiliatedGroupTotals,SC_02_OTHER_EXEMP_AFFGROU,Other exempt purpose expenditures - Affiliated Group Totals,[OtherExemptPurposeExpenditures] Part II-A Line 1d; [AffiliatedGroupTotals] Part II-A Column (b),SCHED-C-PART-02-A-LINE-1d-COL-(b),SCHED-C,PART-02-A,Line 1d Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/OtherExemptPurposeExpenditures/AffiliatedGroupTotals,SC_02_OTHER_EXEMP_AFFGROU,Other exempt purpose expenditures - Affiliated Group Totals,,SCHED-C-PART-02-A-LINE-1d-COL-(b),SCHED-C,PART-02-A,Line 1d Column(b),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/TotalExemptPurposeExpendGrp/FilingOrganizationsTotalAmt,SC_02_TOT_EXEMPT_FILEORG,Total exempt purpose expenditures - Filing organization's totals,[TotalExemptPurposeExpendGrp] Part II-A Line 1e; [FilingOrganizationsTotalAmt] Part II-A Column (a),SCHED-C-PART-02-A-LINE-1e-COL-(a),SCHED-C,PART-02-A,Line 1e Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotalExemptPurposeExpenditures/FilingOrganizationsTotals,SC_02_TOT_EXEMPT_FILEORG,Total exempt purpose expenditures - Filing organization's totals,[TotalExemptPurposeExpenditures] Part II-A Line 1e; [FilingOrganizationsTotals] Part II-A Column (a),SCHED-C-PART-02-A-LINE-1e-COL-(a),SCHED-C,PART-02-A,Line 1e Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/TotalExemptPurposeExpenditures/FilingOrganizationsTotals,SC_02_TOT_EXEMPT_FILEORG,Total exempt purpose expenditures - Filing organization's totals,,SCHED-C-PART-02-A-LINE-1e-COL-(a),SCHED-C,PART-02-A,Line 1e Column(a),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/TotalExemptPurposeExpendGrp/AffiliatedGroupTotalAmt,SC_02_TOT_EXEMPT_AFFGROU,Total exempt purpose expenditures - Affiliated group totals,[TotalExemptPurposeExpendGrp] Part II-A Line 1e; [AffiliatedGroupTotalAmt] Part II-A Column (b),SCHED-C-PART-02-A-LINE-1e-COL-(b),SCHED-C,PART-02-A,Line 1e Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotalExemptPurposeExpenditures/AffiliatedGroupTotals,SC_02_TOT_EXEMPT_AFFGROU,Total exempt purpose expenditures - Affiliated group totals,[TotalExemptPurposeExpenditures] Part II-A Line 1e; [AffiliatedGroupTotals] Part II-A Column (b),SCHED-C-PART-02-A-LINE-1e-COL-(b),SCHED-C,PART-02-A,Line 1e Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/TotalExemptPurposeExpenditures/AffiliatedGroupTotals,SC_02_TOT_EXEMPT_AFFGROU,Total exempt purpose expenditures - Affiliated group totals,,SCHED-C-PART-02-A-LINE-1e-COL-(b),SCHED-C,PART-02-A,Line 1e Column(b),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/LobbyingNontaxableAmount/FilingOrganizationsTotals,SC_02_LOB_NONTAX_FILEORG,Lobbying Nontaxable Amount - Filing Organization's Totals,[FilingOrganizationsTotals] Part II-A Line 1f Column (a),SCHED-C-PART-02-A-LINE-1f-COL-(a),SCHED-C,PART-02-A,Line 1f Column(a),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/LobbyingNontaxableAmount/FilingOrganizationsTotals,SC_02_LOB_NONTAX_FILEORG,Lobbying Nontaxable Amount - Filing Organization's Totals,[LobbyingNontaxableAmount] Part II-A Line 1f; [FilingOrganizationsTotals] Part II-A Column (a),SCHED-C-PART-02-A-LINE-1f-COL-(a),SCHED-C,PART-02-A,Line 1f Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/LobbyingNontaxableAmountGrp/FilingOrganizationsTotalAmt,SC_02_LOB_NONTAX_FILEORG,Lobbying Nontaxable Amount - Filing Organization's Totals,[LobbyingNontaxableAmountGrp] Part II-A Line 1f; [FilingOrganizationsTotalAmt] Part II-A Column (a),SCHED-C-PART-02-A-LINE-1f-COL-(a),SCHED-C,PART-02-A,Line 1f Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/LobbyingNontaxableAmount/AffiliatedGroupTotals,SC_02_LOB_NONTAX_AFFGROU,Lobbying Nontaxable Amount - Affiliated Group Totals,[AffiliatedGroupTotals] Part II-A Line 1f Column (b),SCHED-C-PART-02-A-LINE-1f-COL-(b),SCHED-C,PART-02-A,Line 1f Column(b),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/LobbyingNontaxableAmount/AffiliatedGroupTotals,SC_02_LOB_NONTAX_AFFGROU,Lobbying Nontaxable Amount - Affiliated Group Totals,[LobbyingNontaxableAmount] Part II-A Line 1f; [AffiliatedGroupTotals] Part II-A Column (b),SCHED-C-PART-02-A-LINE-1f-COL-(b),SCHED-C,PART-02-A,Line 1f Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/LobbyingNontaxableAmountGrp/AffiliatedGroupTotalAmt,SC_02_LOB_NONTAX_AFFGROU,Lobbying Nontaxable Amount - Affiliated Group Totals,[LobbyingNontaxableAmountGrp] Part II-A Line 1f; [AffiliatedGroupTotalAmt] Part II-A Column (b),SCHED-C-PART-02-A-LINE-1f-COL-(b),SCHED-C,PART-02-A,Line 1f Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/GrassrootsNontaxableAmount/FilingOrganizationsTotals,SC_02_GRAS_NONTAX_FILEORG,Grassroots Nontaxable Amount - Filing Organization's Totals,[FilingOrganizationsTotals] Part II-A Line 1g Column (a),SCHED-C-PART-02-A-LINE-1g-COL-(a),SCHED-C,PART-02-A,Line 1g Column(a),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/GrassrootsNontaxableAmount/FilingOrganizationsTotals,SC_02_GRAS_NONTAX_FILEORG,Grassroots Nontaxable Amount - Filing Organization's Totals,[GrassrootsNontaxableAmount] Part II-A Line 1g; [FilingOrganizationsTotals] Part II-A Column (a),SCHED-C-PART-02-A-LINE-1g-COL-(a),SCHED-C,PART-02-A,Line 1g Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/GrassrootsNontaxableGrp/FilingOrganizationsTotalAmt,SC_02_GRAS_NONTAX_FILEORG,Grassroots Nontaxable Amount - Filing Organization's Totals,[GrassrootsNontaxableGrp] Part II-A Line 1g; [FilingOrganizationsTotalAmt] Part II-A Column (a),SCHED-C-PART-02-A-LINE-1g-COL-(a),SCHED-C,PART-02-A,Line 1g Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/GrassrootsNontaxableAmount/AffiliatedGroupTotals,SC_02_GRAS_NONTAX_AFFGROU,Grassroots Nontaxable Amount - Affiliated Group Totals,[AffiliatedGroupTotals] Part II-A Line 1g Column (b),SCHED-C-PART-02-A-LINE-1g-COL-(b),SCHED-C,PART-02-A,Line 1g Column(b),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/GrassrootsNontaxableAmount/AffiliatedGroupTotals,SC_02_GRAS_NONTAX_AFFGROU,Grassroots Nontaxable Amount - Affiliated Group Totals,[GrassrootsNontaxableAmount] Part II-A Line 1g; [AffiliatedGroupTotals] Part II-A Column (b),SCHED-C-PART-02-A-LINE-1g-COL-(b),SCHED-C,PART-02-A,Line 1g Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/GrassrootsNontaxableGrp/AffiliatedGroupTotalAmt,SC_02_GRAS_NONTAX_AFFGROU,Grassroots Nontaxable Amount - Affiliated Group Totals,[GrassrootsNontaxableGrp] Part II-A Line 1g; [AffiliatedGroupTotalAmt] Part II-A Column (b),SCHED-C-PART-02-A-LINE-1g-COL-(b),SCHED-C,PART-02-A,Line 1g Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotLbbyngGrassrootMnsNonTxGrp/FilingOrganizationsTotalAmt,SC_02_GRAS_M_NONTAX_FILEORG,Total Grassroot Lobbying Minus Nontaxable - Filing Organization's Totals,[TotLbbyngGrassrootMnsNonTxGrp] Part II-A Line 1h; [FilingOrganizationsTotalAmt] Part II-A Column (a),SCHED-C-PART-02-A-LINE-1h-COL-(a),SCHED-C,PART-02-A,Line 1h Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotLobbyingGrassrootMinusNonTx/FilingOrganizationsTotals,SC_02_GRAS_M_NONTAX_FILEORG,Total Grassroot Lobbying Minus Nontaxable - Filing Organization's Totals,[TotLobbyingGrassrootMinusNonTx] Part II-A Line 1h; [FilingOrganizationsTotals] Part II-A Column (a),SCHED-C-PART-02-A-LINE-1h-COL-(a),SCHED-C,PART-02-A,Line 1h Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/TotLobbyingGrassrootMinusNonTx/FilingOrganizationsTotals,SC_02_GRAS_M_NONTAX_FILEORG,Total Grassroot Lobbying Minus Nontaxable - Filing Organization's Totals,,SCHED-C-PART-02-A-LINE-1h-COL-(a),SCHED-C,PART-02-A,Line 1h Column(a),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/TotLbbyngGrassrootMnsNonTxGrp/AffiliatedGroupTotalAmt,SC_02_GRAS_M_NONTAX_AFFGROU,Total Grassroot Lobbying Minus Nontaxable - Affiliated Group Totals,[TotLbbyngGrassrootMnsNonTxGrp] Part II-A Line 1h; [AffiliatedGroupTotalAmt] Part II-A Column (b),SCHED-C-PART-02-A-LINE-1h-COL-(b),SCHED-C,PART-02-A,Line 1h Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotLobbyingGrassrootMinusNonTx/AffiliatedGroupTotals,SC_02_GRAS_M_NONTAX_AFFGROU,Total Grassroot Lobbying Minus Nontaxable - Affiliated Group Totals,[TotLobbyingGrassrootMinusNonTx] Part II-A Line 1h; [AffiliatedGroupTotals] Part II-A Column (b),SCHED-C-PART-02-A-LINE-1h-COL-(b),SCHED-C,PART-02-A,Line 1h Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/TotLobbyingGrassrootMinusNonTx/AffiliatedGroupTotals,SC_02_GRAS_M_NONTAX_AFFGROU,Total Grassroot Lobbying Minus Nontaxable - Affiliated Group Totals,,SCHED-C-PART-02-A-LINE-1h-COL-(b),SCHED-C,PART-02-A,Line 1h Column(b),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/TotLbbyExpendMnsLbbyngNonTxGrp/FilingOrganizationsTotalAmt,SC_02_LOB_M_NONTAX_FILEORG,Total Lobbying Minus Nontaxable - Filing Organization's Totals,[TotLbbyExpendMnsLbbyngNonTxGrp] Part II-A Line 1i; [FilingOrganizationsTotalAmt] Part II-A Column (a),SCHED-C-PART-02-A-LINE-1i-COL-(a),SCHED-C,PART-02-A,Line 1i Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotLobbyExpendMnsLobbyingNontx/FilingOrganizationsTotals,SC_02_LOB_M_NONTAX_FILEORG,Total Lobbying Minus Nontaxable - Filing Organization's Totals,[TotLobbyExpendMnsLobbyingNontx] Part II-A Line 1i; [FilingOrganizationsTotals] Part II-A Column (a),SCHED-C-PART-02-A-LINE-1i-COL-(a),SCHED-C,PART-02-A,Line 1i Column(a),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/TotLobbyExpendMnsLobbyingNontx/FilingOrganizationsTotals,SC_02_LOB_M_NONTAX_FILEORG,Total Lobbying Minus Nontaxable - Filing Organization's Totals,,SCHED-C-PART-02-A-LINE-1i-COL-(a),SCHED-C,PART-02-A,Line 1i Column(a),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/TotLbbyExpendMnsLbbyngNonTxGrp/AffiliatedGroupTotalAmt,SC_02_LOB_M_NONTAX_AFFGROU,Total Lobbying Minus Nontaxable - Affiliated Group Totals,[TotLbbyExpendMnsLbbyngNonTxGrp] Part II-A Line 1i; [AffiliatedGroupTotalAmt] Part II-A Column (b),SCHED-C-PART-02-A-LINE-1i-COL-(b),SCHED-C,PART-02-A,Line 1i Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/TotLobbyExpendMnsLobbyingNontx/AffiliatedGroupTotals,SC_02_LOB_M_NONTAX_AFFGROU,Total Lobbying Minus Nontaxable - Affiliated Group Totals,[TotLobbyExpendMnsLobbyingNontx] Part II-A Line 1i; [AffiliatedGroupTotals] Part II-A Column (b),SCHED-C-PART-02-A-LINE-1i-COL-(b),SCHED-C,PART-02-A,Line 1i Column(b),PZ,USAmountNNType,numeric,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/TotLobbyExpendMnsLobbyingNontx/AffiliatedGroupTotals,SC_02_LOB_M_NONTAX_AFFGROU,Total Lobbying Minus Nontaxable - Affiliated Group Totals,,SCHED-C-PART-02-A-LINE-1i-COL-(b),SCHED-C,PART-02-A,Line 1i Column(b),PZ,,numeric,one to one ,SC-TABLE-00-LOBBY,,,,,,
/Return/ReturnData/IRS990ScheduleC/Form4720Filed,SC_02_4911TAX_FILE_4720,If there is an amount other than zero on either line h or line i; did the organization file Form 4720 reporting section 4911 tax for this year?,[Form4720Filed] Part II-A Line 1j,SCHED-C-PART-02-A-LINE-1j,SCHED-C,PART-02-A,Line 1j,PZ,BooleanType,text,one to one ,SC-TABLE-00-LOBBY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form4720FiledInd,SC_02_4911TAX_FILE_4720,If there is an amount other than zero on either line h or line i; did the organization file Form 4720 reporting section 4911 tax for this year?,[Form4720FiledInd] Part II-A Line 1j,SCHED-C-PART-02-A-LINE-1j,SCHED-C,PART-02-A,Line 1j,PZ,BooleanType,text,one to one ,SC-TABLE-00-LOBBY,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleC/Form990ScheduleCPartII/Form4720Filed,SC_02_4911TAX_FILE_4720,If there is an amount other than zero on either line h or line i; did the organization file Form 4720 reporting section 4911 tax for this year?,,SCHED-C-PART-02-A-LINE-1j,SCHED-C,PART-02-A,Line 1j,PZ,,text,one to one ,SC-TABLE-00-LOBBY,,,,,,
