xpath,variable_name_old ,variable_name_new,len(),description,location_code_xsd,location_code,form,form_type,form_part,form_line_number,variable_scope,data_type_xsd,data_type_simple,rdb_relationship,rdb_table ,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990ScheduleA/AmountsRcvdDsqlfyPersonGrp/CurrentTaxYearMinus4YearsAmt,SA_02_PZ_ARDPCTYMYEAR4,SA_03_PUB_AMT_PERS_DSQ_CY_M4,28,Current tax year minus four years,[AmountsRcvdDsqlfyPersonGrp] Part III Line 7a; [CurrentTaxYearMinus4YearsAmt] Part II and III Column (a),SCHED-A-PART-03-SECTION-A-LINE-07A-COL-A,SCHED-A,SZ,PART-03,Section A Line 07a Column (A),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AmtsRecdFromDisqualPersons/CurrentTaxYearMinus4Years,SA_02_PZ_RFDPCTYMYEAR4,SA_03_PUB_AMT_PERS_DSQ_CY_M4,28,Current tax year minus four years,[AmtsRecdFromDisqualPersons] Part III Line 7a; [CurrentTaxYearMinus4Years] Part II and III Column (a),SCHED-A-PART-03-SECTION-A-LINE-07A-COL-A,SCHED-A,SZ,PART-03,Section A Line 07a Column (A),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/AmtsRecdFromDisqualPersons/CurrentTaxYearMinus4Years,SA_02_PZ_RFDPCTYMYEAR4,SA_03_PUB_AMT_PERS_DSQ_CY_M4,28,Current tax year minus four years,,SCHED-A-PART-03-SECTION-A-LINE-07A-COL-A,SCHED-A,SZ,PART-03,Section A Line 07a Column (A),PZ,,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,,,,,,
/Return/ReturnData/IRS990ScheduleA/AmountsRcvdDsqlfyPersonGrp/CurrentTaxYearMinus3YearsAmt,SA_02_PZ_ARDPCTYMYEAR3,SA_03_PUB_AMT_PERS_DSQ_CY_M3,28,Current tax year minus three years,[AmountsRcvdDsqlfyPersonGrp] Part III Line 7a; [CurrentTaxYearMinus3YearsAmt] Part II and III Column (b),SCHED-A-PART-03-SECTION-A-LINE-07A-COL-B,SCHED-A,SZ,PART-03,Section A Line 07a Column (B),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AmtsRecdFromDisqualPersons/CurrentTaxYearMinus3Years,SA_02_PZ_RFDPCTYMYEAR3,SA_03_PUB_AMT_PERS_DSQ_CY_M3,28,Current tax year minus three years,[AmtsRecdFromDisqualPersons] Part III Line 7a; [CurrentTaxYearMinus3Years] Part II and III Column (b),SCHED-A-PART-03-SECTION-A-LINE-07A-COL-B,SCHED-A,SZ,PART-03,Section A Line 07a Column (B),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/AmtsRecdFromDisqualPersons/CurrentTaxYearMinus3Years,SA_02_PZ_RFDPCTYMYEAR3,SA_03_PUB_AMT_PERS_DSQ_CY_M3,28,Current tax year minus three years,,SCHED-A-PART-03-SECTION-A-LINE-07A-COL-B,SCHED-A,SZ,PART-03,Section A Line 07a Column (B),PZ,,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,,,,,,
/Return/ReturnData/IRS990ScheduleA/AmountsRcvdDsqlfyPersonGrp/CurrentTaxYearMinus2YearsAmt,SA_02_PZ_ARDPCTYMYEAR2,SA_03_PUB_AMT_PERS_DSQ_CY_M2,28,Current tax year minus two years,[AmountsRcvdDsqlfyPersonGrp] Part III Line 7a; [CurrentTaxYearMinus2YearsAmt] Part II and III Column (c),SCHED-A-PART-03-SECTION-A-LINE-07A-COL-C,SCHED-A,SZ,PART-03,Section A Line 07a Column (C),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AmtsRecdFromDisqualPersons/CurrentTaxYearMinus2Years,SA_02_PZ_RFDPCTYMYEAR2,SA_03_PUB_AMT_PERS_DSQ_CY_M2,28,Current tax year minus two years,[AmtsRecdFromDisqualPersons] Part III Line 7a; [CurrentTaxYearMinus2Years] Part II and III Column (c),SCHED-A-PART-03-SECTION-A-LINE-07A-COL-C,SCHED-A,SZ,PART-03,Section A Line 07a Column (C),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/AmtsRecdFromDisqualPersons/CurrentTaxYearMinus2Years,SA_02_PZ_RFDPCTYMYEAR2,SA_03_PUB_AMT_PERS_DSQ_CY_M2,28,Current tax year minus two years,,SCHED-A-PART-03-SECTION-A-LINE-07A-COL-C,SCHED-A,SZ,PART-03,Section A Line 07a Column (C),PZ,,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,,,,,,
/Return/ReturnData/IRS990ScheduleA/AmountsRcvdDsqlfyPersonGrp/CurrentTaxYearMinus1YearAmt,SA_02_PZ_ARDPCTYMYEAR1,SA_03_PUB_AMT_PERS_DSQ_CY_M1,28,Current tax year minus one year,[AmountsRcvdDsqlfyPersonGrp] Part III Line 7a; [CurrentTaxYearMinus1YearAmt] Part II and III Column (d),SCHED-A-PART-03-SECTION-A-LINE-07A-COL-D,SCHED-A,SZ,PART-03,Section A Line 07a Column (D),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AmtsRecdFromDisqualPersons/CurrentTaxYearMinus1Year,SA_02_PZ_RFDPCTYMYEAR1,SA_03_PUB_AMT_PERS_DSQ_CY_M1,28,Current tax year minus one year,[AmtsRecdFromDisqualPersons] Part III Line 7a; [CurrentTaxYearMinus1Year] Part II and III Column (d),SCHED-A-PART-03-SECTION-A-LINE-07A-COL-D,SCHED-A,SZ,PART-03,Section A Line 07a Column (D),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/AmtsRecdFromDisqualPersons/CurrentTaxYearMinus1Year,SA_02_PZ_RFDPCTYMYEAR1,SA_03_PUB_AMT_PERS_DSQ_CY_M1,28,Current tax year minus one year,,SCHED-A-PART-03-SECTION-A-LINE-07A-COL-D,SCHED-A,SZ,PART-03,Section A Line 07a Column (D),PZ,,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,,,,,,
/Return/ReturnData/IRS990ScheduleA/AmountsRcvdDsqlfyPersonGrp/CurrentTaxYearAmt,SA_02_PZ_ARDPCTYEAR,SA_03_PUB_AMT_PERS_DSQ_CY,25,Current tax year,[AmountsRcvdDsqlfyPersonGrp] Part III Line 7a; [CurrentTaxYearAmt] Part II and III Column (e),SCHED-A-PART-03-SECTION-A-LINE-07A-COL-E,SCHED-A,SZ,PART-03,Section A Line 07a Column (E),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AmtsRecdFromDisqualPersons/CurrentTaxYear,SA_02_PZ_RFDPCTYEAR,SA_03_PUB_AMT_PERS_DSQ_CY,25,Current tax year,[AmtsRecdFromDisqualPersons] Part III Line 7a; [CurrentTaxYear] Part II and III Column (e),SCHED-A-PART-03-SECTION-A-LINE-07A-COL-E,SCHED-A,SZ,PART-03,Section A Line 07a Column (E),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/AmtsRecdFromDisqualPersons/CurrentTaxYear,SA_02_PZ_RFDPCTYEAR,SA_03_PUB_AMT_PERS_DSQ_CY,25,Current tax year,,SCHED-A-PART-03-SECTION-A-LINE-07A-COL-E,SCHED-A,SZ,PART-03,Section A Line 07a Column (E),PZ,,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,,,,,,
/Return/ReturnData/IRS990ScheduleA/AmountsRcvdDsqlfyPersonGrp/TotalAmt,SA_02_PZ_AMRCDSPETOOT,SA_03_PUB_AMT_PERS_DSQ_TOT,26,Amounts Rcvd Dsqlfy Person Grp - Total,[AmountsRcvdDsqlfyPersonGrp] Part III Line 7a; [TotalAmt] Part II and III Column (f),SCHED-A-PART-03-SECTION-A-LINE-07A-COL-F,SCHED-A,SZ,PART-03,Section A Line 07a Column (F),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AmtsRecdFromDisqualPersons/Total,SA_02_PZ_REFRDIPETOOT,SA_03_PUB_AMT_PERS_DSQ_TOT,26,Amts Recd From Disqual Persons - Total,[AmtsRecdFromDisqualPersons] Part III Line 7a; [Total] Part II and III Column (f),SCHED-A-PART-03-SECTION-A-LINE-07A-COL-F,SCHED-A,SZ,PART-03,Section A Line 07a Column (F),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/AmtsRecdFromDisqualPersons/Total,SA_02_PZ_REFRDIPETOOT,SA_03_PUB_AMT_PERS_DSQ_TOT,26,Amts Recd From Disqual Persons - Total,,SCHED-A-PART-03-SECTION-A-LINE-07A-COL-F,SCHED-A,SZ,PART-03,Section A Line 07a Column (F),PZ,,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,,,,,,
/Return/ReturnData/IRS990ScheduleA/AmtsFromSubstContributors/CurrentTaxYearMinus4Years,SA_02_PZ_FSCCTYMYEARS4,SA_03_PUB_AMT_CONTR_SBST_CY_M4,30,Current tax year minus four years,[AmtsFromSubstContributors] Part III Line 7b; [CurrentTaxYearMinus4Years] Part II and III Column (a),SCHED-A-PART-03-SECTION-A-LINE-07B-COL-A,SCHED-A,SZ,PART-03,Section A Line 07b Column (A),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/AmtsFromSubstContributors/CurrentTaxYearMinus4Years,SA_02_PZ_FSCCTYMYEARS4,SA_03_PUB_AMT_CONTR_SBST_CY_M4,30,Current tax year minus four years,,SCHED-A-PART-03-SECTION-A-LINE-07B-COL-A,SCHED-A,SZ,PART-03,Section A Line 07b Column (A),PZ,,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,,,,,,
/Return/ReturnData/IRS990ScheduleA/SubstantialContributorsAmtGrp/CurrentTaxYearMinus4YearsAmt,SA_02_PZ_SCCTYMYEARS4,SA_03_PUB_AMT_CONTR_SBST_CY_M4,30,Current tax year minus four years,[SubstantialContributorsAmtGrp] Part III Line 7b; [CurrentTaxYearMinus4YearsAmt] Part II and III Column (a),SCHED-A-PART-03-SECTION-A-LINE-07B-COL-A,SCHED-A,SZ,PART-03,Section A Line 07b Column (A),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AmtsFromSubstContributors/CurrentTaxYearMinus3Years,SA_02_PZ_FSCCTYMYEARS3,SA_03_PUB_AMT_CONTR_SBST_CY_M3,30,Current tax year minus three years,[AmtsFromSubstContributors] Part III Line 7b; [CurrentTaxYearMinus3Years] Part II and III Column (b),SCHED-A-PART-03-SECTION-A-LINE-07B-COL-B,SCHED-A,SZ,PART-03,Section A Line 07b Column (B),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/AmtsFromSubstContributors/CurrentTaxYearMinus3Years,SA_02_PZ_FSCCTYMYEARS3,SA_03_PUB_AMT_CONTR_SBST_CY_M3,30,Current tax year minus three years,,SCHED-A-PART-03-SECTION-A-LINE-07B-COL-B,SCHED-A,SZ,PART-03,Section A Line 07b Column (B),PZ,,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,,,,,,
/Return/ReturnData/IRS990ScheduleA/SubstantialContributorsAmtGrp/CurrentTaxYearMinus3YearsAmt,SA_02_PZ_SCCTYMYEARS3,SA_03_PUB_AMT_CONTR_SBST_CY_M3,30,Current tax year minus three years,[SubstantialContributorsAmtGrp] Part III Line 7b; [CurrentTaxYearMinus3YearsAmt] Part II and III Column (b),SCHED-A-PART-03-SECTION-A-LINE-07B-COL-B,SCHED-A,SZ,PART-03,Section A Line 07b Column (B),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AmtsFromSubstContributors/CurrentTaxYearMinus2Years,SA_02_PZ_FSCCTYMYEARS2,SA_03_PUB_AMT_CONTR_SBST_CY_M2,30,Current tax year minus two years,[AmtsFromSubstContributors] Part III Line 7b; [CurrentTaxYearMinus2Years] Part II and III Column (c),SCHED-A-PART-03-SECTION-A-LINE-07B-COL-C,SCHED-A,SZ,PART-03,Section A Line 07b Column (C),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/AmtsFromSubstContributors/CurrentTaxYearMinus2Years,SA_02_PZ_FSCCTYMYEARS2,SA_03_PUB_AMT_CONTR_SBST_CY_M2,30,Current tax year minus two years,,SCHED-A-PART-03-SECTION-A-LINE-07B-COL-C,SCHED-A,SZ,PART-03,Section A Line 07b Column (C),PZ,,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,,,,,,
/Return/ReturnData/IRS990ScheduleA/SubstantialContributorsAmtGrp/CurrentTaxYearMinus2YearsAmt,SA_02_PZ_SCCTYMYEARS2,SA_03_PUB_AMT_CONTR_SBST_CY_M2,30,Current tax year minus two years,[SubstantialContributorsAmtGrp] Part III Line 7b; [CurrentTaxYearMinus2YearsAmt] Part II and III Column (c),SCHED-A-PART-03-SECTION-A-LINE-07B-COL-C,SCHED-A,SZ,PART-03,Section A Line 07b Column (C),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AmtsFromSubstContributors/CurrentTaxYearMinus1Year,SA_02_PZ_FSCCTYMYEAR,SA_03_PUB_AMT_CONTR_SBST_CY_M1,30,Current tax year minus one year,[AmtsFromSubstContributors] Part III Line 7b; [CurrentTaxYearMinus1Year] Part II and III Column (d),SCHED-A-PART-03-SECTION-A-LINE-07B-COL-D,SCHED-A,SZ,PART-03,Section A Line 07b Column (D),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/AmtsFromSubstContributors/CurrentTaxYearMinus1Year,SA_02_PZ_FSCCTYMYEAR,SA_03_PUB_AMT_CONTR_SBST_CY_M1,30,Current tax year minus one year,,SCHED-A-PART-03-SECTION-A-LINE-07B-COL-D,SCHED-A,SZ,PART-03,Section A Line 07b Column (D),PZ,,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,,,,,,
/Return/ReturnData/IRS990ScheduleA/SubstantialContributorsAmtGrp/CurrentTaxYearMinus1YearAmt,SA_02_PZ_SCCTYMYEAR,SA_03_PUB_AMT_CONTR_SBST_CY_M1,30,Current tax year minus one year,[SubstantialContributorsAmtGrp] Part III Line 7b; [CurrentTaxYearMinus1YearAmt] Part II and III Column (d),SCHED-A-PART-03-SECTION-A-LINE-07B-COL-D,SCHED-A,SZ,PART-03,Section A Line 07b Column (D),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AmtsFromSubstContributors/CurrentTaxYear,SA_02_PZ_FRSUCOCUTAYE,SA_03_PUB_AMT_CONTR_SBST_CY,27,Current tax year,[AmtsFromSubstContributors] Part III Line 7b; [CurrentTaxYear] Part II and III Column (e),SCHED-A-PART-03-SECTION-A-LINE-07B-COL-E,SCHED-A,SZ,PART-03,Section A Line 07b Column (E),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/AmtsFromSubstContributors/CurrentTaxYear,SA_02_PZ_FRSUCOCUTAYE,SA_03_PUB_AMT_CONTR_SBST_CY,27,Current tax year,,SCHED-A-PART-03-SECTION-A-LINE-07B-COL-E,SCHED-A,SZ,PART-03,Section A Line 07b Column (E),PZ,,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,,,,,,
/Return/ReturnData/IRS990ScheduleA/SubstantialContributorsAmtGrp/CurrentTaxYearAmt,SA_02_PZ_SUCOCUTAYEEA,SA_03_PUB_AMT_CONTR_SBST_CY,27,Current tax year,[SubstantialContributorsAmtGrp] Part III Line 7b; [CurrentTaxYearAmt] Part II and III Column (e),SCHED-A-PART-03-SECTION-A-LINE-07B-COL-E,SCHED-A,SZ,PART-03,Section A Line 07b Column (E),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/AmtsFromSubstContributors/Total,SA_02_PZ_FROSUBCONTOT,SA_03_PUB_AMT_CONTR_SBST_TOT,28,Amts From Subst Contributors - Total,[AmtsFromSubstContributors] Part III Line 7b; [Total] Part II and III Column (f),SCHED-A-PART-03-SECTION-A-LINE-07B-COL-F,SCHED-A,SZ,PART-03,Section A Line 07b Column (F),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/AmtsFromSubstContributors/Total,SA_02_PZ_FROSUBCONTOT,SA_03_PUB_AMT_CONTR_SBST_TOT,28,Amts From Subst Contributors - Total,,SCHED-A-PART-03-SECTION-A-LINE-07B-COL-F,SCHED-A,SZ,PART-03,Section A Line 07b Column (F),PZ,,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,,,,,,
/Return/ReturnData/IRS990ScheduleA/SubstantialContributorsAmtGrp/TotalAmt,SA_02_PZ_SUBSCONTTOTA,SA_03_PUB_AMT_CONTR_SBST_TOT,28,Substantial Contributors Amt Grp - Total,[SubstantialContributorsAmtGrp] Part III Line 7b; [TotalAmt] Part II and III Column (f),SCHED-A-PART-03-SECTION-A-LINE-07B-COL-F,SCHED-A,SZ,PART-03,Section A Line 07b Column (F),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/SubstAndDsqlfyPrsnsTotGrp/CurrentTaxYearMinus4YearsAmt,SA_02_PZ_SDPTCTYMYEAR4,SA_03_PUB_ADD_L7AB_CY_M4,24,Current tax year minus four years,[SubstAndDsqlfyPrsnsTotGrp] Part III Line 7c; [CurrentTaxYearMinus4YearsAmt] Part II and III Column (a),SCHED-A-PART-03-SECTION-A-LINE-07C-COL-A,SCHED-A,SZ,PART-03,Section A Line 07c Column (A),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/SupportFromDQPsEtc/CurrentTaxYearMinus4Years,SA_02_PZ_SFDQPECTYMYE4,SA_03_PUB_ADD_L7AB_CY_M4,24,Current tax year minus four years,[SupportFromDQPsEtc] Part III Line 7c; [CurrentTaxYearMinus4Years] Part II and III Column (a),SCHED-A-PART-03-SECTION-A-LINE-07C-COL-A,SCHED-A,SZ,PART-03,Section A Line 07c Column (A),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/TotalOf7aAnd7b/CurrentTaxYearMinus4Years,SA_02_PZ_TOACTYMYEARS,SA_03_PUB_ADD_L7AB_CY_M4,24,Current tax year minus four years,,SCHED-A-PART-03-SECTION-A-LINE-07C-COL-A,SCHED-A,SZ,PART-03,Section A Line 07c Column (A),PZ,,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,,,,,,
/Return/ReturnData/IRS990ScheduleA/SubstAndDsqlfyPrsnsTotGrp/CurrentTaxYearMinus3YearsAmt,SA_02_PZ_SDPTCTYMYEAR3,SA_03_PUB_ADD_L7AB_CY_M3,24,Current tax year minus three years,[SubstAndDsqlfyPrsnsTotGrp] Part III Line 7c; [CurrentTaxYearMinus3YearsAmt] Part II and III Column (b),SCHED-A-PART-03-SECTION-A-LINE-07C-COL-B,SCHED-A,SZ,PART-03,Section A Line 07c Column (B),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990ScheduleA/SupportFromDQPsEtc/CurrentTaxYearMinus3Years,SA_02_PZ_SFDQPECTYMYE3,SA_03_PUB_ADD_L7AB_CY_M3,24,Current tax year minus three years,[SupportFromDQPsEtc] Part III Line 7c; [CurrentTaxYearMinus3Years] Part II and III Column (b),SCHED-A-PART-03-SECTION-A-LINE-07C-COL-B,SCHED-A,SZ,PART-03,Section A Line 07c Column (B),PZ,USAmountType,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/TotalOf7aAnd7b/CurrentTaxYearMinus3Years,SA_02_PZ_TOACTYMYEARS,SA_03_PUB_ADD_L7AB_CY_M3,24,Current tax year minus three years,,SCHED-A-PART-03-SECTION-A-LINE-07C-COL-B,SCHED-A,SZ,PART-03,Section A Line 07c Column (B),PZ,,numeric,ONE,SA-P03-T00-SUPPORT_SCHEDULE_509,,,,,,,
