"VARIABLE_NAME","DESCRIPTION","LOCATION_CODE","SCOPE","FORM","PART","RDB_TABLE","PRODUCTION_RULE","XPATH","VERSION","REQUIRED","NOTES"
"SG_PC_02_EVINGRREEVVE2","Gross receipts; event no.2","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/GrossReceiptsEvent2","2008v1.0;",NA,NA
"SG_PC_02_EVINGRREOTEV","Gross receipts; other events","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/GrossReceiptsOtherEvents","2008v1.0;",NA,NA
"SG_PC_02_EVINGRRETOOT","Gross receipts; total","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/GrossReceiptsTotal","2008v1.0;",NA,NA
"SG_PC_02_EVINGRREEVVE1","Gross revenue; event no.1","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/GrossRevenueEvent1","2008v1.0;",NA,NA
"SG_PC_02_EVINGRREEVVE2","Gross revenue; event no.2","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/GrossRevenueEvent2","2008v1.0;",NA,NA
"SG_PC_02_EVINGRREOTEV","Gross revenue; other events","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/GrossRevenueOtherEvents","2008v1.0;",NA,NA
"SG_PC_02_EVINGRRETOEV","Gross revenue; total","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/GrossRevenueTotalEvents","2008v1.0;",NA,NA
"SG_PC_02_EVINNAOFEVVE1","Name of event no.1","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/NameOfEvent1","2008v1.0;",NA,NA
"SG_PC_02_EVINNAOFEVVE2","Name of event no.2","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/NameOfEvent2","2008v1.0;",NA,NA
"SG_PC_02_EVINNEINSUUM","Net income summary","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/NetIncomeSummary","2008v1.0;",NA,NA
"SG_PC_02_EVINNOCAPREV1","Non-cash prizes; event no.1","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/NonCashPrizesEvent1","2008v1.0;",NA,NA
"SG_PC_02_EVINNOCAPREV2","Non-cash prizes; event no.2","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/NonCashPrizesEvent2","2008v1.0;",NA,NA
"SG_PC_02_EINCPOEVENTS","Non-cash prizes; other events","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/NonCashPrizesOtherEvents","2008v1.0;",NA,NA
"SG_PC_02_EINCPTEVENTS","Non-cash prizes; total","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/NonCashPrizesTotalEvents","2008v1.0;",NA,NA
"SG_PC_02_EVINOTDIEXEV1","Other direct expenses; event no.1","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/OtherDirectExpensesEvent1","2008v1.0;",NA,NA
"SG_PC_02_EVINOTDIEXEV2","Other direct expenses; event no.2","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/OtherDirectExpensesEvent2","2008v1.0;",NA,NA
"SG_PC_02_EIODEOEVENTS","Other direct expenses; other events","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/OtherDirectExpensesOtherEvents","2008v1.0;",NA,NA
"SG_PC_02_EIODETEVENTS","Other direct expenses; total","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/OtherDirectExpensesTotalEvents","2008v1.0;",NA,NA
"SG_PC_02_EVINREFACOEV1","Rent/facility costs; event no.1","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/RentFacilityCostsEvent1","2008v1.0;",NA,NA
"SG_PC_02_EVINREFACOEV2","Rent/facility costs; event no.2","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/RentFacilityCostsEvent2","2008v1.0;",NA,NA
"SG_PC_02_EIRFCOEVENTS","Rent/facility costs; other events","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/RentFacilityCostsOtherEvents","2008v1.0;",NA,NA
"SG_PC_02_EIRFCTEVENTS","Rent/facility costs; total","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/RentFacilityCostsTotalEvents","2008v1.0;",NA,NA
"SG_PC_02_EITNOOEVENTS","Other events: total number","SCHED-G-PART-02","PZ","SG","PART-02","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartII/EventsInformation/TotalNumberOfOtherEvents","2008v1.0;",NA,NA
"SG_PC_03_AOGRKAFALINE1","Address Foreign - AddressLine1","SCHED-G-PART-03-LINE-14","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfGamingRecordsKeeper/AddressForeign/AddressLine1","2008v1.0;",NA,NA
"SG_PC_03_AOGRKAFALINE2","Address Foreign - AddressLine2","SCHED-G-PART-03-LINE-14","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfGamingRecordsKeeper/AddressForeign/AddressLine2","2008v1.0;",NA,NA
"SG_PC_03_AOGRKAFCITY","Address Foreign - City","SCHED-G-PART-03-LINE-14","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfGamingRecordsKeeper/AddressForeign/City","2008v1.0;",NA,NA
"SG_PC_03_AOGRKAFCOUNT","Address Foreign - Country","SCHED-G-PART-03-LINE-14","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfGamingRecordsKeeper/AddressForeign/Country","2008v1.0;",NA,NA
"SG_PC_03_AOGRKAFPCODE","Address Foreign - Postal code","SCHED-G-PART-03-LINE-14","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfGamingRecordsKeeper/AddressForeign/PostalCode","2008v1.0;",NA,NA
"SG_PC_03_AOGRKAFPOSTA","Province or state","SCHED-G-PART-03-LINE-14","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfGamingRecordsKeeper/AddressForeign/ProvinceOrState","2008v1.0;",NA,NA
"SG_PC_03_AOGRKAALINE11","Address US - AddressLine1","SCHED-G-PART-03-LINE-14","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfGamingRecordsKeeper/AddressUS/AddressLine1","2008v1.0;",NA,NA
"SG_PC_03_AOGRKAALINE22","Address US - AddressLine2","SCHED-G-PART-03-LINE-14","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfGamingRecordsKeeper/AddressUS/AddressLine2","2008v1.0;",NA,NA
"SG_PC_03_AOGRKACITY","Address US - City","SCHED-G-PART-03-LINE-14","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfGamingRecordsKeeper/AddressUS/City","2008v1.0;",NA,NA
"SG_PC_03_AOGRKASTATE","Address US - State","SCHED-G-PART-03-LINE-14","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfGamingRecordsKeeper/AddressUS/State","2008v1.0;",NA,NA
"SG_PC_03_AOGRKAZIPCOD","Address US - ZIPCode","SCHED-G-PART-03-LINE-14","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfGamingRecordsKeeper/AddressUS/ZIPCode","2008v1.0;",NA,NA
"SG_PC_03_AOTPAFALINE11","Address Foreign - AddressLine1","SCHED-G-PART-03-LINE-15c","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfThirdParty/AddressForeign/AddressLine1","2008v1.0;",NA,NA
"SG_PC_03_AOTPAFALINE22","Address Foreign - AddressLine2","SCHED-G-PART-03-LINE-15c","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfThirdParty/AddressForeign/AddressLine2","2008v1.0;",NA,NA
"SG_PC_03_AOTPAFCITY","Address Foreign - City","SCHED-G-PART-03-LINE-15c","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfThirdParty/AddressForeign/City","2008v1.0;",NA,NA
"SG_PC_03_AOTPAFCOUNTR","Address Foreign - Country","SCHED-G-PART-03-LINE-15c","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfThirdParty/AddressForeign/Country","2008v1.0;",NA,NA
"SG_PC_03_AOTPAFPCODE","Address Foreign - Postal code","SCHED-G-PART-03-LINE-15c","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfThirdParty/AddressForeign/PostalCode","2008v1.0;",NA,NA
"SG_PC_03_AOTPAFPOSTAT","Province or state","SCHED-G-PART-03-LINE-15c","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfThirdParty/AddressForeign/ProvinceOrState","2008v1.0;",NA,NA
"SG_PC_03_AOTPAALINE11","Address US - AddressLine1","SCHED-G-PART-03-LINE-15c","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfThirdParty/AddressUS/AddressLine1","2008v1.0;",NA,NA
"SG_PC_03_AOTPAALINE22","Address US - AddressLine2","SCHED-G-PART-03-LINE-15c","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfThirdParty/AddressUS/AddressLine2","2008v1.0;",NA,NA
"SG_PC_03_ADOFTHPAADCI","Address US - City","SCHED-G-PART-03-LINE-15c","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfThirdParty/AddressUS/City","2008v1.0;",NA,NA
"SG_PC_03_ADOFTHPAADST","Address US - State","SCHED-G-PART-03-LINE-15c","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfThirdParty/AddressUS/State","2008v1.0;",NA,NA
"SG_PC_03_AOTPAZIPCODE","Address US - ZIPCode","SCHED-G-PART-03-LINE-15c","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AddressOfThirdParty/AddressUS/ZIPCode","2008v1.0;",NA,NA
"SG_PC_03_AMOUNTDISTRI","Amount distributed","SCHED-G-PART-03-LINE-17b","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AmountDistributed","2008v1.0;",NA,NA
"SG_PC_03_OFGAREREBYOR","Amount of gaming revenue received by organization","SCHED-G-PART-03-LINE-15b","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AmtOfGamingRevenueRecvdByOrg","2008v1.0;",NA,NA
"SG_PC_03_OFGAREREBYPR","Amount of gaming revenue retained by 3rd party","SCHED-G-PART-03-LINE-15b","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/AmtOfGamingRevenueRetndBy3Prty","2008v1.0;",NA,NA
"SG_PC_03_CHARDISTREQU","Charitable distributions required?","SCHED-G-PART-03-LINE-17a","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/CharitableDistribRequired","2008v1.0;",NA,NA
"SG_PC_03_COWIPAFOGARE","Is there a third party contract for gaming revenue?","SCHED-G-PART-03-LINE-15a","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/ContractWith3rdPartyForGamRev","2008v1.0;",NA,NA
"SG_PC_03_EXPLIFNONOO","Explanation if no license","SCHED-G-PART-03-LINE-9b","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/ExplanationIfNo","2008v1.0;",NA,NA
"SG_PC_03_EXPLIFYEYESE","Explanation if license revoked; suspended; or termination","SCHED-G-PART-03-LINE-10b","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/ExplanationIfYes","2008v1.0;",NA,NA
"SG_PC_03_GAINCAPRBIIN","Cash prizes; bingo","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/CashPrizesBingo","2008v1.0;",NA,NA
"SG_PC_03_GAINCAPROTGA","Cash prizes; other gaming","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/CashPrizesOtherGaming","2008v1.0;",NA,NA
"SG_PC_03_GAINCAPRPUTA","Cash prizes; pull tabs","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/CashPrizesPullTabs","2008v1.0;",NA,NA
"SG_PC_03_GAINCAPRTOGA","Cash prizes; total","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/CashPrizesTotalGaming","2008v1.0;",NA,NA
"SG_PC_03_GAINDIEXSUGA","Direct expense summary","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/DirectExpenseSummaryGaming","2008v1.0;",NA,NA
"SG_PC_03_GAINGRREBIIN","Gross revenue; bingo","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/GrossRevenueBingo","2008v1.0;",NA,NA
"SG_PC_03_GAINGRREOTGA","Gross revenue; other gaming","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/GrossRevenueOtherGaming","2008v1.0;",NA,NA
"SG_PC_03_GAINGRREPUTA","Gross revenue; pull tabs","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/GrossRevenuePullTabs","2008v1.0;",NA,NA
"SG_PC_03_GAINGRRETOGA","Gross revenue; total","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/GrossRevenueTotalGaming","2008v1.0;",NA,NA
"SG_PC_03_GAINNEGAINSU","Net gaming income summary","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/NetGamingIncomeSummary","2008v1.0;",NA,NA
"SG_PC_03_GAINNOCAPRBI","Non-cash prizes; bingo","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/NonCashPrizesBingo","2008v1.0;",NA,NA
"SG_PC_03_GINCPOGAMING","Non-cash prizes; other gaming","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/NonCashPrizesOtherGaming","2008v1.0;",NA,NA
"SG_PC_03_GINCPPTABS","Non-cash prizes; pull tabs","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/NonCashPrizesPullTabs","2008v1.0;",NA,NA
"SG_PC_03_GINCPTGAMING","Non-cash prizes; total","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/NonCashPrizesTotalGaming","2008v1.0;",NA,NA
"SG_PC_03_GAINOTDIEXBI","Other direct expenses; bingo","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/OtherDirectExpensesBingo","2008v1.0;",NA,NA
"SG_PC_03_GIODEOGAMING","Other direct expenses; other gaming","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/OtherDirectExpensesOtherGaming","2008v1.0;",NA,NA
"SG_PC_03_GIODEPTABS","Other direct expenses; pull tabs","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/OtherDirectExpensesPullTabs","2008v1.0;",NA,NA
"SG_PC_03_GIODETGAMING","Other direct expenses; total","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/OtherDirectExpensesTotalGaming","2008v1.0;",NA,NA
"SG_PC_03_GAINREFACOBI","Rent/facility costs; bingo","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/RentFacilityCostsBingo","2008v1.0;",NA,NA
"SG_PC_03_GIRFCOGAMING","Rent/facility costs; other gaming","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/RentFacilityCostsOtherGaming","2008v1.0;",NA,NA
"SG_PC_03_GIRFCPTABS","Rent/facility costs; pull tabs","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/RentFacilityCostsPullTabs","2008v1.0;",NA,NA
"SG_PC_03_GIRFCTGAMING","Rent/facility costs; total","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/RentFacilityCostsTotalGaming","2008v1.0;",NA,NA
"SG_PC_03_GAINVOLABIIN","volunteer labor; bingo","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/VolunteerLaborBingo","2008v1.0;",NA,NA
"SG_PC_03_GAINVOLAOTGA","volunteer labor; other gaming","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/VolunteerLaborOtherGaming","2008v1.0;",NA,NA
"SG_PC_03_GAINVOLAPEBI","volunteer labor percentage; bingo","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/VolunteerLaborPercentageBingo","2008v1.0;",NA,NA
"SG_PC_03_GIVLPPTABS","volunteer labor percentage; pull tabs","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/VolunteerLaborPrcntagePullTabs","2008v1.0;",NA,NA
"SG_PC_03_GIVLPOGAMING","volunteer labor percentage; other gaming","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/VolunteerLaborPrcntOtherGaming","2008v1.0;",NA,NA
"SG_PC_03_GAINVOLAPUTA","volunteer labor; pull tabs","SCHED-G-PART-03","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingInformation/VolunteerLaborPullTabs","2008v1.0;",NA,NA
"SG_PC_03_GAMIMANACOMP","Gaming manager compensation","SCHED-G-PART-03-LINE-16","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingManagerCompensation","2008v1.0;",NA,NA
"SG_PC_03_GAMAISDIOFFF","Gaming manager is a director/officer","SCHED-G-PART-03-LINE-16","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingManagerIsDirectorOfficer","2008v1.0;",NA,NA
"SG_PC_03_GAMMANISEEMP","Gaming manager is an employee","SCHED-G-PART-03-LINE-16","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingManagerIsEmployee","2008v1.0;",NA,NA
"SG_PC_03_GAMAISINCOON","Gaming manager is an independent contractor","SCHED-G-PART-03-LINE-16","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingManagerIsIndContractor","2008v1.0;",NA,NA
"SG_PC_03_GMNBNBNLINE11","Business Name - BusinessNameLine1","SCHED-G-PART-03-LINE-16","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingManagerName/BusinessName/BusinessNameLine1","2008v1.0;",NA,NA
"SG_PC_03_GMNBNBNLINE22","Business Name - BusinessNameLine2","SCHED-G-PART-03-LINE-16","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingManagerName/BusinessName/BusinessNameLine2","2008v1.0;",NA,NA
"SG_PC_03_GAMANAPENAAM","Gaming manager person name","SCHED-G-PART-03-LINE-16","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingManagerName/PersonName","2008v1.0;",NA,NA
"SG_PC_03_GAMMANSERPRO","Gamaing manager services provided","SCHED-G-PART-03-LINE-16","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingManagerServicesProvided","2008v1.0;",NA,NA
"SG_PC_03_GAMIWITHNONM","Does organization operate gaming activities with nonmembers?","SCHED-G-PART-03-LINE-11","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/GamingWithNonmembers","2008v1.0;",NA,NA
"SG_PC_03_LICENSEDICEN","Is organization licensed in each state?","SCHED-G-PART-03-LINE-9a","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/Licensed","2008v1.0;",NA,NA
"SG_PC_03_LICESUSPETCT","Were any gaming licenses revoked; suspended; or terminated during the tax year?","SCHED-G-PART-03-LINE-10a","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/LicenseSuspendedEtc","2008v1.0;",NA,NA
"SG_PC_03_MEMOFOOTHENT","Is organization formed to administer charitable gaming?","SCHED-G-PART-03-LINE-12","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/MemberOfOtherEntity","2008v1.0;",NA,NA
"SG_PC_03_NOGRKBNBNLIN1","Business Name - BusinessNameLine1","SCHED-G-PART-03-LINE-16","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/NameOfGamingRecordsKeeper/BusinessName/BusinessNameLine1","2008v1.0;",NA,NA
"SG_PC_03_NOGRKBNBNLIN2","Business Name - BusinessNameLine2","SCHED-G-PART-03-LINE-16","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/NameOfGamingRecordsKeeper/BusinessName/BusinessNameLine2","2008v1.0;",NA,NA
"SG_PC_03_NOGRKPNAME","Person name of gaming records keeper","SCHED-G-PART-03-LINE-14","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/NameOfGamingRecordsKeeper/PersonName","2008v1.0;",NA,NA
"SG_PC_03_NOTPBNBNLINE1","Business Name - BusinessNameLine1","SCHED-G-PART-03-LINE-15c","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/NameOfThirdParty/BusinessName/BusinessNameLine1","2008v1.0;",NA,NA
"SG_PC_03_NOTPBNBNLINE2","Business Name - BusinessNameLine2","SCHED-G-PART-03-LINE-15c","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/NameOfThirdParty/BusinessName/BusinessNameLine2","2008v1.0;",NA,NA
"SG_PC_03_NAOFTHPAPENA","Person name of gaming records keeper","SCHED-G-PART-03-LINE-15c","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/NameOfThirdParty/PersonName","2008v1.0;",NA,NA
"SG_PC_03_PEOFGAOTFAAC","Percentage of gaming in other facility","SCHED-G-PART-03-LINE-13b","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/PercentageOfGamingOthrFacility","2008v1.0;",NA,NA
"SG_PC_03_PEOFGAOWFAAC","Percentage of gaming in own facility","SCHED-G-PART-03-LINE-13a","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/PercentageOfGamingOwnFacility","2008v1.0;",NA,NA
"SG_PC_03_STAWHEGAMCON","Enter state where organization conducts gaming activities","SCHED-G-PART-03-LINE-9","PZ","SG","PART-03","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIII/StatesWhereGamingConducted","2008v1.0;",NA,NA
"SG_PC_04_EXPLANATIONX","Form990 Schedule GPart IV - Explanation","SCHED-G-PART-04","PZ","SG","PART-04","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIV/Explanation","2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7",NA,NA
"SG_PC_04_IDENTIFIERDE","Form990 Schedule GPart IV - Identifier","SCHED-G-PART-04","PZ","SG","PART-04","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIV/Identifier","2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7",NA,NA
"SG_PC_04_RETURNREFERE","Return reference","SCHED-G-PART-04","PZ","SG","PART-04","","","/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIV/ReturnReference","2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7",NA,NA
