Versions,Source,Line,Description,Type,MinOccur,MaxOccur,Xpath,2007v2.0,2007v2.1,2007v2.10,2007v2.11,2007v2.2,2007v2.3,2007v2.4,2007v2.6,2008v2.10,2008v2.5,2008v2.7,2008v2.9,2009v1.0,2009v1.1,2009v1.2,2009v1.3,2009v1.4,2009v1.7,2010v3.2,2010v3.4,2010v3.6,2010v3.7,2011v1.2,2011v1.3,2011v1.4,2011v1.5,2012v2.0,2012v2.1,2012v2.2,2012v2.3,2012v3.0,2013v3.0,2013v3.1,2013v4.0,2014v5.0,2014v6.0
2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleB,,,StreetAddressType,0,,/Return/ReturnData/IRS990ScheduleB/ContributorInfo/ContributorAddressUS/AddressLine2,3,,3,1,,,1,1,13,,40,23,10,49,1487,2125,2169,17893,31253,39871,307,4420,75557,1686,,21719,27983,65120,6136,12501,391,,,,,
2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleB,,,CityType,,,/Return/ReturnData/IRS990ScheduleB/ContributorInfo/ContributorAddressUS/City,3,,3,1,,,1,1,13,,40,23,10,49,1487,2125,2169,17893,31253,39871,307,4420,75557,1686,,21719,27983,65120,6136,12501,391,,,,,
2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleB,,,StateType,,,/Return/ReturnData/IRS990ScheduleB/ContributorInfo/ContributorAddressUS/State,3,,3,1,,,1,1,13,,40,23,10,49,1487,2125,2169,17893,31253,39871,307,4420,75557,1686,,21719,27983,65120,6136,12501,391,,,,,
2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleB,,,ZIPCodeType,,,/Return/ReturnData/IRS990ScheduleB/ContributorInfo/ContributorAddressUS/ZIPCode,3,,3,1,,,1,1,13,,40,23,10,49,1487,2125,2169,17893,31253,39871,307,4420,75557,1686,,21719,27983,65120,6136,12501,391,,,,,
2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleB,,,BusinessNameLine1Type,,,/Return/ReturnData/IRS990ScheduleB/ContributorInfo/ContributorNameBusiness/BusinessNameLine1,3,,3,1,,,1,1,13,,40,23,10,49,1487,2125,2169,17893,31253,39871,307,4420,75557,1686,,21719,27983,65120,6136,12501,391,,,,,
2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleB,Part I Column (a),Cotributor number,IntegerNNType,,,/Return/ReturnData/IRS990ScheduleB/ContributorInfo/ContributorNumber,3,,3,1,,,1,1,13,,40,23,10,49,1487,2125,2169,17893,31253,39871,307,4420,75557,1686,,21719,27983,65120,6136,12501,391,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,IRS990ScheduleB,,,BusinessNameLine1Type,,,/Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorBusinessName/BusinessNameLine1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36256,47997,39698,92807,9032
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleB,Part I Column (a),Cotributor number,IntegerNNType,,,/Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorNum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36256,47997,39698,92807,9032
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,IRS990ScheduleB,,,StreetAddressType,,,/Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/AddressLine1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36256,47997,39698,92807,9032
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,IRS990ScheduleB,,,StreetAddressType,0,,/Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/AddressLine2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36256,47997,39698,92807,9032
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,IRS990ScheduleB,,,CityType,,,/Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36256,47997,39698,92807,9032
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,IRS990ScheduleB,,,StateType,,,/Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36256,47997,39698,92807,9032
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,IRS990ScheduleB,,,ZIPCodeType,,,/Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/ZIPCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36256,47997,39698,92807,9032
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleB,Part I Column (c),Aggregate contributions,USAmountNNType,,,/Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/TotalContributionsAmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36256,47997,39698,92807,9032
2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9,IRS990,M,Indicates Schedule B is not required,CheckboxType,0,,/Return/ReturnData/IRS990/ScheduleBNotRequired,2,,3,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990,Part IV Line 2,Schedule B required?,BooleanType,1,,/Return/ReturnData/IRS990/ScheduleBRequired,,,,,,,,,16,2,32,37,17,85,1834,3452,2962,24961,53378,61543,642,7434,122522,3021,1,33960,45608,103157,7743,22553,629,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990,Part IV Line 2,Schedule B required?,BooleanType,1,,/Return/ReturnData/IRS990/ScheduleBRequiredInd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52326,83329,62616,148866,14813
2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleC,Part III-B Line 3,Aggregate amount reported in section 6033(e)(1)(A) notices of nondeductible section 162(e) dues,USAmountType,0,,/Return/ReturnData/IRS990ScheduleC/AggrAmtReportedInDuesNotices,,,,,,,,,,,1,1,,,8,29,47,263,743,1056,1,64,2036,72,,380,482,2039,54,276,10,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleC,Part III-B Line 3,Aggregate amount reported in section 6033(e)(1)(A) notices of nondeductible section 162(e) dues,USAmountType,0,,/Return/ReturnData/IRS990ScheduleC/AggregateReportedDuesNtcAmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1467,1005,697,2757,164
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleC,Part III-A Line 3,Did the organization agree to carryover lobbying and political expenditures from the prior year?,BooleanType,0,,/Return/ReturnData/IRS990ScheduleC/AgreeCarryoverPriorYearInd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4823,4760,2672,10953,714
2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleC,Part III-A Line 3,Did the organization agree to carryover lobbying and political expenditures from the prior year?,BooleanType,0,,/Return/ReturnData/IRS990ScheduleC/AgreeToCarryoverPriorYear,,,,,,,,,1,,1,1,,,31,88,117,783,2876,3462,29,474,9868,144,,1449,2221,7249,215,900,26,,,,,
2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleC,Part II-B Line 2b Column (b),"If ""Yes,"" enter the amount of any tax incurred under section 4912",USAmountNNType,0,,/Return/ReturnData/IRS990ScheduleC/AmountOf4912Tax,,,,,,,,,,,,,,,,,,,1,2,,,3,,,1,,7,,,,,,,,
2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleC,Part II-B Line 2c Column (b),"If ""Yes,"" enter the amount of any tax incurred by organization managers under section 4912",USAmountNNType,0,,/Return/ReturnData/IRS990ScheduleC/AmountOfManagers4912Tax,,,,,,,,,,,,,,,,,,,1,2,,,3,,,1,,6,,,,,,,,
2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleC,Part III-B Line 4,"If notices were sent and the amount on line 2c exceeds the amount on line 3, what portion of that amount does the organization agree to carryover to the reasonable estimate of nondeductible lobbying and political expenditure next year?",USAmountType,0,,/Return/ReturnData/IRS990ScheduleC/AmountToBeCarriedOver,,,,,,,,,,,1,1,,,3,10,19,94,280,411,1,24,734,23,,132,184,716,19,69,4,,,,,
2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleC,Part I-C Line 1,Enter the amount directly expended by the filing organization for section 527 exempt function activities,USAmountType,0,,/Return/ReturnData/IRS990ScheduleC/AmtExpendedFor527Activities,,,,,,,,,,,2,,,,4,6,26,85,199,299,1,6,419,19,,101,125,450,10,26,4,,,,,
2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleC,Part I-B Line 1,Enter the amount of any excise tax incurred under section 4955,USAmountType,0,,/Return/ReturnData/IRS990ScheduleC/AmtOf4955Tax,,,,,,,,,,,,,,,2,,18,93,22,169,,15,108,5,,56,3,187,,5,3,,,,,
2008v2.0,IRS990ScheduleC,Part I-B Line 2,Enter the amount of any excise tax incurred under section 4955,USAmountType,0,,/Return/ReturnData/IRS990ScheduleC/AmtOf4955Tax,,,,,,,,,,,,,,,2,,18,93,22,169,,15,108,5,,56,3,187,,5,3,,,,,
2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleC,Part I-B Line 2,Enter the amount of any excise tax incurred by organization managers under section 4955,USAmountType,0,,/Return/ReturnData/IRS990ScheduleC/AmtOf4955TaxOnManagers,,,,,,,,,,,,,,,2,,18,90,21,165,,12,103,5,,53,3,170,,5,2,,,,,
2008v2.0,IRS990ScheduleC,Part I-B Line 3,Enter the amount of any excise tax incurred by organization managers under section 4955,USAmountType,0,,/Return/ReturnData/IRS990ScheduleC/AmtOf4955TaxOnManagers,,,,,,,,,,,,,,,2,,18,90,21,165,,12,103,5,,53,3,170,,5,2,,,,,
2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990ScheduleC,Part I-C Line 2,Enter the amount of the filing organization's own internal funds contributed to other organizations for section 527 exempt function activities,USAmountType,0,,/Return/ReturnData/IRS990ScheduleC/AmtOfInternalFundsContributed,,,,,,,,,,,,1,,,3,4,25,75,204,301,,10,426,20,,79,128,471,19,35,5,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleC,Part II-A Column (d),Current year,USAmountNNType,0,,/Return/ReturnData/IRS990ScheduleC/AvgGrassrootsLobbyingExpendGrp/CurrentYearAmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526,365,581,926,89
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleC,Part II-A Column (c),Current year minus 1,USAmountNNType,0,,/Return/ReturnData/IRS990ScheduleC/AvgGrassrootsLobbyingExpendGrp/CurrentYearMinus1Amt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517,346,574,935,91
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleC,Part II-A Column (b),Current year minus 2,USAmountNNType,0,,/Return/ReturnData/IRS990ScheduleC/AvgGrassrootsLobbyingExpendGrp/CurrentYearMinus2Amt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,331,541,884,91
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleC,Part II-A Column (a),Current year minus 3,USAmountNNType,0,,/Return/ReturnData/IRS990ScheduleC/AvgGrassrootsLobbyingExpendGrp/CurrentYearMinus3Amt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,309,534,856,87
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleC,Part II-A Column (e),Total,USAmountNNType,0,,/Return/ReturnData/IRS990ScheduleC/AvgGrassrootsLobbyingExpendGrp/TotalAmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589,476,669,1162,119
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleC,Part II-A Column (d),Current year,USAmountNNType,0,,/Return/ReturnData/IRS990ScheduleC/AvgGrassrootsNontaxableGrp/CurrentYearAmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171,746,1436,2122,249
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleC,Part II-A Column (c),Current year minus 1,USAmountNNType,0,,/Return/ReturnData/IRS990ScheduleC/AvgGrassrootsNontaxableGrp/CurrentYearMinus1Amt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137,709,1361,2041,236
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleC,Part II-A Column (b),Current year minus 2,USAmountNNType,0,,/Return/ReturnData/IRS990ScheduleC/AvgGrassrootsNontaxableGrp/CurrentYearMinus2Amt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075,679,1302,1946,226
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleC,Part II-A Column (a),Current year minus 3,USAmountNNType,0,,/Return/ReturnData/IRS990ScheduleC/AvgGrassrootsNontaxableGrp/CurrentYearMinus3Amt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,633,1250,1834,212
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleC,Part II-A Column (e),Total,USAmountNNType,0,,/Return/ReturnData/IRS990ScheduleC/AvgGrassrootsNontaxableGrp/TotalAmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223,821,1487,2269,263
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleC,Part II-A Column (d),Current year,USAmountNNType,0,,/Return/ReturnData/IRS990ScheduleC/AvgLobbyingNontaxableAmountGrp/CurrentYearAmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169,756,1439,2125,252
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,IRS990ScheduleC,Part II-A Column (c),Current year minus 1,USAmountNNType,0,,/Return/ReturnData/IRS990ScheduleC/AvgLobbyingNontaxableAmountGrp/CurrentYearMinus1Amt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139,724,1371,2058,237
