VARIABLE_NAME,DESCRIPTION,LOCATION,XPATH,VERSION,REQUIRED,NOTES,FLAG
SH-PC-05-HFPPIPMIND,Policy includes publicity measures?,SCHED-H-PART-05-LINE-14,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/IncludesPublicityMeasuresInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPILCIND,Income level criteria,SCHED-H-PART-05-LINE-13b,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/IncomeLevelCriteriaInd,2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPILIND,Income level basis,SCHED-H-PART-05-LINE-12a,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/IncomeLevelInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-05-HFPPIGIND,Information gaps,SCHED-H-PART-05-LINE-1i,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/InformationGapsInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPISCIND,Insurance status criteria,SCHED-H-PART-05-LINE-13e,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/InsuranceStatusCriteriaInd,2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPISIND,Insurance status basis,SCHED-H-PART-05-LINE-12d,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/InsuranceStatusInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-05-HOFCPOPRLAIN,Lawsuit engaged,SCHED-H-PART-05-LINE-17b,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/LawsuitInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-05-HFPPLORIND,Lien on residence engaged,SCHED-H-PART-05-LINE-17c,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/LiensOnResidencesInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-05-HFPPLNRIND,Charged amount in excess of lowest negotiated rates?,SCHED-H-PART-05-LINE-20a,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/LowestNegotiatedRatesInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPMMIND,Medicaid/Medicare basis,SCHED-H-PART-05-LINE-12f,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/MedicaidMedicareInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-05-HFPPMICIND,Medical indigency criteria,SCHED-H-PART-05-LINE-13d,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/MedicalIndigencyCriteriaInd,2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPMIIND,Medical indigency basis,SCHED-H-PART-05-LINE-12c,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/MedicalIndigencyInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-05-HFPPMRIND,Charged more than medicare rate?,SCHED-H-PART-05-LINE-20c,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/MedicareRatesInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPNECIND,No emergency care,SCHED-H-PART-05-LINE-19a,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/NoEmergencyCareInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPNECPIND,No emergency policy ,SCHED-H-PART-05-LINE-19b,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/NoEmergencyCarePolicyInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPNECPIND,Non-discriminatory emergency medical care policy?,SCHED-H-PART-05-LINE-19,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/NondisEmergencyCarePolicyInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPNMIND,None of these efforts were made,SCHED-H-PART-05-LINE-20f,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/NoneMadeInd,2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPOIETIND,Incur an excise tax under section 4959 for the hospital facility's failure to conduct a CHNA as required by section 501(r)(3)?,SCHED-H-PART-05-LINE-12a,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/OrganizationIncurExciseTaxInd,2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,NA,NA,NA
SH-PC-05-HFPPOAIND,Other actions engaged,SCHED-H-PART-05-LINE-17e,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/OtherActionsInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPOATIND,Other action taken,SCHED-H-PART-05-LINE-18e,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/OtherActionsTakenInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPOCIND,Other criteria,SCHED-H-PART-05-LINE-13h,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/OtherCriteriaInd,2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPOFIND,Hospital Fclty Policies Prctc Grp - Other basis,SCHED-H-PART-05-LINE-12h,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/OtherFactorsInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-05-HFPPOHIIND,Other health issues,SCHED-H-PART-05-LINE-1f,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/OtherHealthIssuesInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HOFCPOPROTIN,CHNA describes other,SCHED-H-PART-05-LINE-1j,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/OtherInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPOMIND,Other method used to explain.,SCHED-H-PART-05-LINE-15e,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/OtherMethodInd,2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPOMUIND,Used other method,SCHED-H-PART-05-LINE-20d,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/OtherMethodUsedInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPONAIND,Other needs addressed,SCHED-H-PART-05-LINE-6i,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/OtherNeedsAddressedInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-05-HFPPOPIND,Other publicity,SCHED-H-PART-05-LINE-14g,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/OtherPublicityInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPORIND,Hospital Fclty Policies Prctc Grp - Other reason,SCHED-H-PART-05-LINE-19d,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/OtherReasonInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPOWIND,Hospital Fclty Policies Prctc Grp - Other website,SCHED-H-PART-05-LINE-5b,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/OtherWebsiteInd,2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPOWURL,Other website URL,SCHED-H-PART-05-LINE-5b,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/OtherWebsiteURLTxt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,NA,NA,NA
SH-PC-05-HFPPOWURL,Hospital facilities website URL,SCHED-H-PART-05-LINE-5a,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/OwnWebsiteURLTxt,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,NA,NA,NA
SH-PC-05-HFPPPCPIIND,Made paper copy  available for public inspection,SCHED-H-PART-05-LINE-7c,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/PaperCopyPublicInspectionInd,2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,NA,NA,NA
SH-PC-05-HFPPPBAIND,Body attachment permitted,SCHED-H-PART-05-LINE-16d,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/PermitBodyAttachmentsInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-05-HFPPPLIND,Lawsuit permitted,SCHED-H-PART-05-LINE-16b,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/PermitLawsuitInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-05-HFPPPLJPIND,Actions that required a legal or judicial process,SCHED-H-PART-05-LINE-18c,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/PermitLegalJudicialProcessInd,2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,NA,NA,NA
SH-PC-05-HFPPPLORIND,Lien on residence permitted,SCHED-H-PART-05-LINE-16c,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/PermitLienOnResidenceInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,NA,NA,NA
SH-PC-05-HFPPPNAIND,None of these actions or similar actions permitted,SCHED-H-PART-05-LINE-18e,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/PermitNoActionsInd,2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPPOAIND,Other actions permitted,SCHED-H-PART-05-LINE-16e,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/PermitOtherActionsInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPPRTCAIND,Report to credit agency permitted,SCHED-H-PART-05-LINE-16a,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/PermitReportToCreditAgencyInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPPSDIND,Selling debt permitted,SCHED-H-PART-05-LINE-18b,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/PermitSellingDebtInd,2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPPIAOIND,Posted in admissions office,SCHED-H-PART-05-LINE-14d,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/PostedInAdmissionOfficeInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-05-HFPPPIERIND,Posted in emergency room or waiting room,SCHED-H-PART-05-LINE-14c,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/PostedInEmergencyRoomInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,NA,NA,NA
SH-PC-05-HFPPPOWIND,Posted on own website,SCHED-H-PART-05-LINE-14a,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/PostedOnWebsiteInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-05-HFPPPHNIND,Prioritization of health needs ,SCHED-H-PART-05-LINE-6g,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/PrioritizeHealthNeedsInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-05-HFPPPSIND,Prioritization of health services,SCHED-H-PART-05-LINE-6h,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/PrioritizeServicesInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-05-HFPPPHCIND,Provided  contact information of hospital staff.,SCHED-H-PART-05-LINE-15c,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/ProvidedHospitalContactInd,2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPPNCIND,Provided contact information of nonprofit organization.,SCHED-H-PART-05-LINE-15d,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/ProvidedNonprofitContactInd,2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPPOAIND,Provided upon admission,SCHED-H-PART-05-LINE-14e,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/ProvidedOnAdmissionInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-05-HFPPRTCAIND,Credit agency engaged,SCHED-H-PART-05-LINE-17a,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/ReportingToCreditAgencyInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPRCIND,Residency criteria,SCHED-H-PART-05-LINE-13g,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/ResidencyCriteriaInd,2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HOFCPOPRREIN,Residency basis,SCHED-H-PART-05-LINE-12h,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/ResidencyInd,2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-05-HFPPRAOOWIND,Available on own website,SCHED-H-PART-05-LINE-5a,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/RptAvailableOnOwnWebsiteInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPRATOMIND,Available other method,SCHED-H-PART-05-LINE-5c,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/RptAvailableThruOtherMethodInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPRAURIND,Needs assessment available upon request,SCHED-H-PART-05-LINE-5b,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/RptAvailableUponRequestInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-05-HFPPSRIND,State regulation basis,SCHED-H-PART-05-LINE-12g,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/StateRegulationInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-05-HFPPSAIND,Implementation strategy attached to return?,SCHED-H-PART-05-LINE-10b,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/StrategyAttachedInd,2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPSPWIND,Implementation strategy posted on website?,SCHED-H-PART-05-LINE-10,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/StrategyPostedWebsiteInd,2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPSWURL,Implementation strategy website URL,SCHED-H-PART-05-LINE-10a,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/StrategyWebsiteURLTxt,2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPTIAOIIND,Take community input into account,SCHED-H-PART-05-LINE-3,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/TakeIntoAccountOthersInputInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPTEHCYOPY,Acquired or placed into service as tax-exempt hospital in current year or  preceding prior year?,SCHED-H-PART-05-LINE-2,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/TaxExemptHospitalCYOrPYInd,2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPUSCIND,Underinsurance status criteria,SCHED-H-PART-05-LINE-13f,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/UnderinsuranceStatCriteriaInd,2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
SH-PC-05-HFPPUDIND,Uninsured discount basis,SCHED-H-PART-05-LINE-12e,Return/ReturnData/IRS990ScheduleH/HospitalFcltyPoliciesPrctcGrp/UninsuredDiscountInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;,NA,NA,NA
SH-PC-01-HOSPTAILPOLI,Policy tailored to individual hospitals,SCHED-H-PART-01-LINE-2,Return/ReturnData/IRS990ScheduleH/IndivHospitalTailoredPolicyInd,2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,NA,NA,NA
SH-PC-02-LEDEDIOFREEV,Direct offsetting revenue,SCHED-H-PART-02,Return/ReturnData/IRS990ScheduleH/LeadershipDevelopment/DirectOffsettingRevenue,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,NA
SH-PC-02-LEDENECOBUEX,Net community building expense,SCHED-H-PART-02,Return/ReturnData/IRS990ScheduleH/LeadershipDevelopment/NetCommunityBuildingExpense,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,NA
SH-PC-02-LDNOAOPROGRA,Number of activities or programs,SCHED-H-PART-02,Return/ReturnData/IRS990ScheduleH/LeadershipDevelopment/NumberOfActivitiesOrPrograms,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,NA
SH-PC-02-LEDEPEOFTOEX,Percent of total expense,SCHED-H-PART-02,Return/ReturnData/IRS990ScheduleH/LeadershipDevelopment/PercentOfTotalExpense,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,NA
SH-PC-02-LEADEVPERSER,Persons served,SCHED-H-PART-02,Return/ReturnData/IRS990ScheduleH/LeadershipDevelopment/PersonsServed,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,NA
SH-PC-02-LEDETOCOBUEX,Total community building expense,SCHED-H-PART-02,Return/ReturnData/IRS990ScheduleH/LeadershipDevelopment/TotalCommunityBuildingExpense,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,NA
SH-PC-02-LEDEACORPRCN,Number of activities or programs,SCHED-H-PART-02,Return/ReturnData/IRS990ScheduleH/LeadershipDevelopmentGrp/ActivitiesOrProgramsCnt,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,NA
