Version,Source,Xpath,Type,Description,Line,MinOccur,MaxOccur
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/RecoveriesPYDistriMinAssetGrp/PriorYearAmt,USAmountNNType,Prior year amount,Part V Column A,1,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/RecoveriesPYDistriMinAssetGrp/CurrentYearAmt,USAmountNNType,Current year amount,Part V Column B,0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/TotalMinimumAssetGrp/PriorYearAmt,USAmountNNType,Prior year amount,Part V Column A,1,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/TotalMinimumAssetGrp/CurrentYearAmt,USAmountNNType,Current year amount,Part V Column B,0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GiftsGrantsContrisRcvd509Grp/CurrentTaxYearMinus4YearsAmt,USAmountType,Current tax year minus four years,Part II and III Column (a),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GiftsGrantsContrisRcvd509Grp/CurrentTaxYearMinus3YearsAmt,USAmountType,Current tax year minus three years,Part II and III Column (b),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GiftsGrantsContrisRcvd509Grp/CurrentTaxYearMinus2YearsAmt,USAmountType,Current tax year minus two years,Part II and III Column (c),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/PublicSupportPY170Pct,RatioType,"Public support percentage from prior year's Schedule A, Part II, line 14",Part II Line 15,0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GiftsGrantsContrisRcvd509Grp/CurrentTaxYearMinus1YearAmt,USAmountType,Current tax year minus one year,Part II and III Column (d),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GiftsGrantsContrisRcvd509Grp/CurrentTaxYearAmt,USAmountType,Current tax year,Part II and III Column (e),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GiftsGrantsContrisRcvd509Grp/TotalAmt,USAmountType,Total,Part II and III Column (f),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GrossReceiptsAdmissionsGrp/CurrentTaxYearMinus4YearsAmt,USAmountType,Current tax year minus four years,Part II and III Column (a),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GrossReceiptsAdmissionsGrp/CurrentTaxYearMinus3YearsAmt,USAmountType,Current tax year minus three years,Part II and III Column (b),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GrossReceiptsNonUnrltBusGrp/CurrentTaxYearMinus4YearsAmt,USAmountType,Current tax year minus four years,Part II and III Column (a),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GrossReceiptsNonUnrltBusGrp/CurrentTaxYearMinus3YearsAmt,USAmountType,Current tax year minus three years,Part II and III Column (b),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GrossReceiptsNonUnrltBusGrp/CurrentTaxYearMinus2YearsAmt,USAmountType,Current tax year minus two years,Part II and III Column (c),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GrossReceiptsNonUnrltBusGrp/CurrentTaxYearMinus1YearAmt,USAmountType,Current tax year minus one year,Part II and III Column (d),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GrossReceiptsNonUnrltBusGrp/CurrentTaxYearAmt,USAmountType,Current tax year,Part II and III Column (e),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GrossReceiptsNonUnrltBusGrp/TotalAmt,USAmountType,Total,Part II and III Column (f),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/TaxRevLeviedOrgnztnlBnft509Grp/CurrentTaxYearMinus4YearsAmt,USAmountType,Current tax year minus four years,Part II and III Column (a),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/TaxRevLeviedOrgnztnlBnft509Grp/CurrentTaxYearMinus3YearsAmt,USAmountType,Current tax year minus three years,Part II and III Column (b),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/TaxRevLeviedOrgnztnlBnft509Grp/CurrentTaxYearMinus2YearsAmt,USAmountType,Current tax year minus two years,Part II and III Column (c),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/TaxRevLeviedOrgnztnlBnft509Grp/CurrentTaxYearMinus1YearAmt,USAmountType,Current tax year minus one year,Part II and III Column (d),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/TaxRevLeviedOrgnztnlBnft509Grp/CurrentTaxYearAmt,USAmountType,Current tax year,Part II and III Column (e),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/TaxRevLeviedOrgnztnlBnft509Grp/TotalAmt,USAmountType,Total,Part II and III Column (f),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl509Grp/CurrentTaxYearMinus4YearsAmt,USAmountType,Current tax year minus four years,Part II and III Column (a),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl509Grp/CurrentTaxYearMinus3YearsAmt,USAmountType,Current tax year minus three years,Part II and III Column (b),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl509Grp/CurrentTaxYearMinus2YearsAmt,USAmountType,Current tax year minus two years,Part II and III Column (c),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl509Grp/CurrentTaxYearMinus1YearAmt,USAmountType,Current tax year minus one year,Part II and III Column (d),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl509Grp/CurrentTaxYearAmt,USAmountType,Current tax year,Part II and III Column (e),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl509Grp/TotalAmt,USAmountType,Total,Part II and III Column (f),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/Total509Grp/CurrentTaxYearMinus4YearsAmt,USAmountType,Current tax year minus four years,Part II and III Column (a),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/Total509Grp/CurrentTaxYearMinus3YearsAmt,USAmountType,Current tax year minus three years,Part II and III Column (b),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/Total509Grp/CurrentTaxYearMinus2YearsAmt,USAmountType,Current tax year minus two years,Part II and III Column (c),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/Total509Grp/CurrentTaxYearMinus1YearAmt,USAmountType,Current tax year minus one year,Part II and III Column (d),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/Total509Grp/CurrentTaxYearAmt,USAmountType,Current tax year,Part II and III Column (e),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/Total509Grp/TotalAmt,USAmountType,Total,Part II and III Column (f),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/AmountsRcvdDsqlfyPersonGrp/CurrentTaxYearMinus4YearsAmt,USAmountType,Current tax year minus four years,Part II and III Column (a),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/AmountsRcvdDsqlfyPersonGrp/CurrentTaxYearMinus3YearsAmt,USAmountType,Current tax year minus three years,Part II and III Column (b),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/AmountsRcvdDsqlfyPersonGrp/CurrentTaxYearMinus2YearsAmt,USAmountType,Current tax year minus two years,Part II and III Column (c),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/AmountsRcvdDsqlfyPersonGrp/CurrentTaxYearMinus1YearAmt,USAmountType,Current tax year minus one year,Part II and III Column (d),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/AmountsRcvdDsqlfyPersonGrp/CurrentTaxYearAmt,USAmountType,Current tax year,Part II and III Column (e),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/AmountsRcvdDsqlfyPersonGrp/TotalAmt,USAmountType,Total,Part II and III Column (f),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/SubstantialContributorsAmtGrp/CurrentTaxYearMinus4YearsAmt,USAmountType,Current tax year minus four years,Part II and III Column (a),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/SubstantialContributorsAmtGrp/CurrentTaxYearMinus3YearsAmt,USAmountType,Current tax year minus three years,Part II and III Column (b),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/SubstantialContributorsAmtGrp/CurrentTaxYearMinus2YearsAmt,USAmountType,Current tax year minus two years,Part II and III Column (c),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/SubstantialContributorsAmtGrp/CurrentTaxYearMinus1YearAmt,USAmountType,Current tax year minus one year,Part II and III Column (d),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/SubstantialContributorsAmtGrp/CurrentTaxYearAmt,USAmountType,Current tax year,Part II and III Column (e),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/SubstantialContributorsAmtGrp/TotalAmt,USAmountType,Total,Part II and III Column (f),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/SubstAndDsqlfyPrsnsTotGrp/CurrentTaxYearMinus4YearsAmt,USAmountType,Current tax year minus four years,Part II and III Column (a),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/SubstAndDsqlfyPrsnsTotGrp/CurrentTaxYearAmt,USAmountType,Current tax year,Part II and III Column (e),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/SubstAndDsqlfyPrsnsTotGrp/CurrentTaxYearMinus1YearAmt,USAmountType,Current tax year minus one year,Part II and III Column (d),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/SubstAndDsqlfyPrsnsTotGrp/CurrentTaxYearMinus2YearsAmt,USAmountType,Current tax year minus two years,Part II and III Column (c),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GrossReceiptsAdmissionsGrp/CurrentTaxYearAmt,USAmountType,Current tax year,Part II and III Column (e),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GrossReceiptsAdmissionsGrp/TotalAmt,USAmountType,Total,Part II and III Column (f),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/Post1975UBTIGrp/CurrentTaxYearMinus4YearsAmt,USAmountType,Current tax year minus four years,Part II and III Column (a),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/Post1975UBTIGrp/CurrentTaxYearMinus3YearsAmt,USAmountType,Current tax year minus three years,Part II and III Column (b),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/SubstAndDsqlfyPrsnsTotGrp/TotalAmt,USAmountType,Total,Part II and III Column (f),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509Grp/CurrentTaxYearMinus4YearsAmt,USAmountType,Current tax year minus four years,Part II and III Column (a),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509Grp/CurrentTaxYearMinus3YearsAmt,USAmountType,Current tax year minus three years,Part II and III Column (b),0,None
2021v4.2,IRS990ScheduleA,Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509Grp/CurrentTaxYearMinus2YearsAmt,USAmountType,Current tax year minus two years,Part II and III Column (c),0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/NonCashPropertyContributionGrp/ReceivedDt,DateType,Date received,Part II Column (d),0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/TransfereeForeignAddress/AddressLine1Txt,StreetAddressType,None,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/NonCashPropertyContributionGrp/ContributorNum,IntegerNNType,Contributor number from Part I,Part II Column (a),None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/TransfereeForeignAddress/AddressLine2Txt,StreetAddressType,None,None,0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/NonCashPropertyContributionGrp/NoncashPropertyDesc,LineExplanationType,Description of noncash property given,Part II Column (b),None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/NonCashPropertyContributionGrp/FairMarketValueAmt,USAmountNNType,FMV (or estimate),Part II Column (c),None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/TransfereeNameBusiness/BusinessNameLine2Txt,BusinessNameLine2Type,None,None,0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/TransfereeNameBusiness/BusinessNameLine1Txt,BusinessNameLine1Type,None,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/TransfereeUSAddress/CityNm,CityType,None,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/TransfereeUSAddress/ZIPCd,ZIPCodeType,None,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/TransfereeUSAddress/AddressLine1Txt,StreetAddressType,None,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/TransfereeUSAddress/StateAbbreviationCd,StateType,None,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/TransfereeUSAddress/AddressLine2Txt,StreetAddressType,None,None,0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/TransfereeForeignAddress/CountryCd,CountryType,Country,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/TransfereeForeignAddress/ProvinceOrStateNm,TextType,Province or state,None,0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/TransfereeForeignAddress/ForeignPostalCd,TextType,Postal code,None,0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/TransfereeForeignAddress/CityNm,StringType,City,None,0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorForeignAddress/ProvinceOrStateNm,TextType,Province or state,None,0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorForeignAddress/CountryCd,CountryType,Country,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorForeignAddress/AddressLine2Txt,StreetAddressType,None,None,0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorForeignAddress/ForeignPostalCd,TextType,Postal code,None,0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorForeignAddress/CityNm,StringType,City,None,0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/StateAbbreviationCd,StateType,None,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorBusinessName/BusinessNameLine1Txt,BusinessNameLine1Type,None,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorForeignAddress/AddressLine1Txt,StreetAddressType,None,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/ZIPCd,ZIPCodeType,None,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/CityNm,CityType,None,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/AddressLine1Txt,StreetAddressType,None,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorUSAddress/AddressLine2Txt,StreetAddressType,None,None,0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorBusinessName/BusinessNameLine2Txt,BusinessNameLine2Type,None,None,0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/TotContriRcvdUpTo1000Ind,CheckboxType,"For a section 501(c)(7), (8), or (10) organization filing Form 990, or Form 990-EZ, that received from any one contributor, during the year, some contributions for use exclusively for religious, charitable, etc., purposes, but these contributions did not aggregate to more than $1,000",None,0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/GiftPurposeTxt,LineExplanationType,Purpose of gift,Part III Column (b),None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/TotContriRcvdMore1000Ind,CheckboxType,"For a section 501(c)(7), (8), or (10) organization filing Form 990, or Form 990-EZ, that received from any one contributor, during the year, aggregate contributions or bequests of more than $1,000 for use exclusively for religious, charitable, scientific, literary, or educational purposes, or the prevention of cruelty to children or animals",None,0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/ContributorNum,IntegerNNType,Contributor number from Part I,Part III Column (a),None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/Organization4947a1NotPFInd,CheckboxType,Indicates a 4947(a)(1) organization not treated as a private foundation,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/TotalUnder1000ContributionsAmt,USAmountNNType,"Total of contributions of $1,000 or less",Part III,0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/GiftUseTxt,LineExplanationType,Use of gift,Part III Column (c),None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/HowGiftIsHeldDesc,LineExplanationType,Description of how gift is held,Part III Column (d),0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/TransfereeNameIndividual,PersonNameType,Transferee name - Individual,Part III Column (e),None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/CharitableContributionsDetail/RlnOfTransferorToTransfereeTxt,LineExplanationType,Relationship of transferor to transferee,Part III Column (e),0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/TotalContributionsAmt,USAmountNNType,Aggregate contributions,Part I Column (c),None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/Organization501cInd,CheckboxType,Indicates a 501(c) organization,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/Organization527Ind,CheckboxType,Indicates a 527 organization,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/AddressNotApplicableCd,StringType,"Contributor Address - ""N/A",Part I Column (b),None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/NameNotApplicableCd,StringType,"Contributor name - ""N/A",Part I Column (b),None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/PersonContributionInd,CheckboxType,Type of contribution - Person,Part I Column (d),0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/PayrollContributionInd,CheckboxType,Type of contribution - Payroll,Part I Column (d),0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorNum,IntegerNNType,Cotributor number,Part I Column (a),None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/Organization501c3ExemptPFInd,CheckboxType,Organization 501(c)(3) exempt PF,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/NoncashContributionInd,CheckboxType,Type of contribution - Noncash,Part I Column (d),0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/Organization4947a1TrtdPFInd,CheckboxType,Organization 4947(a)(1) treated as PF,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/Organization501c3TaxablePFInd,CheckboxType,Indicates a 501(c)(3) taxable private foundation,None,None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/ContributorPersonNm,PersonNameType,Contributor name - Individual,Part I Column (b),None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/GeneralRuleInd,CheckboxType,"For organizations filing Form 990, or 990-EZ that received, during the year, $5000 or more (in money or property) from any one contributor",None,0,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/ContributorInformationGrp/Paid527j1Ind,CheckboxType,Pd. 527(j)(1),Part I Column (b),None,None
2021v4.2,IRS990ScheduleB,Return/ReturnData/IRS990ScheduleB/SpclRuleMetOne3rdSuprtTestInd,CheckboxType,"For a section 501(c)(3) organization filing Form 990, or Form 990-EZ, that met the 33 1/3 % support test of the regulations under sections 509(a)(1)/170(b)(1)(A)(vi) and received from any one contributor, during the year, a contribution of the greater of $5,000 or 2% of the amount on line 1 of these forms",None,0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/Tax4912Amt,USAmountNNType,"If ""Yes,"" enter the amount of any tax incurred under section 4912",Part II-B Line 2b Column (b),0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/CarriedOverAmt,USAmountType,"If notices were sent and the amount on line 2c exceeds the amount on line 3, what portion of that amount does the organization agree to carryover to the reasonable estimate of nondeductible lobbying and political expenditure next year?",Part III-B Line 4,0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/USAddress/CityNm,CityType,None,None,None,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/USAddress/AddressLine1Txt,StreetAddressType,None,None,None,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/USAddress/ZIPCd,ZIPCodeType,None,None,None,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/NonDeductibleLbbyngPltclCYAmt,USAmountType,Current year,Part III-B Line 2a,0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/Section527PoliticalOrgGrp/USAddress/StateAbbreviationCd,StateType,None,None,None,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/NonDeductibleLbbyngPltclTotAmt,USAmountType,Total,Part III-B Line 2c,0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/NonDedLbbyngPltclCyovAmt,USAmountType,Carryover from last year,Part III-B Line 2b,0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/SubstantiallyAllDuesNondedInd,BooleanType,Were substantially all (90% or more) dues received nondeductible by members?,Part III-A Line 1,0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/OnlyInHouseLobbyingInd,BooleanType,"Did the organization make only in-house lobbying expenditures of $2,000 or less?",Part III-A Line 2,0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/DuesAssessmentsAmt,USAmountType,"Dues, assessments and similar amounts from members",Part III-B Line 1,0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/Form4720Filed4912TaxInd,BooleanType,"If the filing organization incurred a section 4912 tax, did it file Form 4720 for this year?",Part II-B Line 2d Column (a),0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/AgreeCarryoverPriorYearInd,BooleanType,Did the organization agree to carryover lobbying and political expenditures from the prior year?,Part III-A Line 3,0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/SupplementalInformationDetail/ExplanationTxt,ExplanationType,"Form, part and line number reference explanation",Part IV,0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/SupplementalInformationDetail/FormAndLineReferenceDesc,LineExplanationType,"Form, part and line number reference",Part IV,0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/TaxableAmt,USAmountType,Taxable amount of lobbying and political expenditures (line 2c total minus 3 and 4),Part III-B Line 5,0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/TotLbbyngGrassrootMnsNonTxGrp/FilingOrganizationsTotalAmt,USAmountNNType,Filing organization's totals,Part II-A Column (a),0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/Managers4912TaxAmt,USAmountNNType,"If ""Yes,"" enter the amount of any tax incurred by organization managers under section 4912",Part II-B Line 2c Column (b),0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/AggregateReportedDuesNtcAmt,USAmountType,Aggregate amount reported in section 6033(e)(1)(A) notices of nondeductible section 162(e) dues,Part III-B Line 3,0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/TotLbbyExpendMnsLbbyngNonTxGrp/FilingOrganizationsTotalAmt,USAmountNNType,Filing organization's totals,Part II-A Column (a),0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/Form4720FiledInd,BooleanType,"If there is an amount other than zero on either line h or line i, did the organization file Form 4720 reporting section 4911 tax for this year?",Part II-A Line 1j,0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/TotalDirectLobbyingGrp/AffiliatedGroupTotalAmt,USAmountNNType,Affiliated group totals,Part II-A Column (b),0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/OtherActivitiesAmt,USAmountNNType,Other activities amount,Part II-B Line 1i Column (b),0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/AvgLobbyingNontaxableAmountGrp/CurrentYearMinus2Amt,USAmountNNType,Current year minus 2,Part II-A Column (b),0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/AvgTotalLobbyingExpendGrp/CurrentYearMinus2Amt,USAmountNNType,Current year minus 2,Part II-A Column (b),0,None
2021v4.2,IRS990ScheduleC,Return/ReturnData/IRS990ScheduleC/AvgLobbyingNontaxableAmountGrp/TotalAmt,USAmountNNType,Total,Part II-A Column (e),0,None
